locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
DZA65_RS02805	DZA65_RS02805	1	NZ_CP031560	604069	604329	-	NA	helix-turn-helix transcriptional regulator	0.4789	10	TRUE
DZA65_RS02810	DZA65_RS02810	1	NZ_CP031560	604450	604671	+	NA	transcriptional regulator	0.5315	9	TRUE
DZA65_RS02820	DZA65_RS02820	1	NZ_CP031560	605641	606900	-	NA	tyrosine-type recombinase/integrase	0.5476	43	TRUE
DZA65_RS02825	DZA65_RS02825	5	NZ_CP031560	607064	607139	-	NA	tRNA-Phe	0.5658	2	FALSE
DZA65_RS02830	DZA65_RS02830	1	NZ_CP031560	607302	607877	-	NA	transcriptional regulator	0.5885	18	TRUE
DZA65_RS02835	DZA65_RS02835	1	NZ_CP031560	607973	609709	-	NA	protein-disulfide reductase DsbD	0.6362	45	TRUE
DZA65_RS02840	DZA65_RS02840	1	NZ_CP031560	609685	610068	-	NA	divalent cation tolerance protein CutA	0.5208	17	TRUE
DZA65_RS02845	DZA65_RS02845	1	NZ_CP031560	610183	611484	-	NA	anaerobic C4-dicarboxylate transporter	0.5998	41	TRUE
DZA65_RS02850	DZA65_RS02850	1	NZ_CP031560	611660	613099	-	NA	aspartate ammonia-lyase	0.5514	39	TRUE
DZA65_RS02855	DZA65_RS02855	1	NZ_CP031560	613544	614047	+	NA	FxsA family protein	0.5655	11	TRUE
DZA65_RS02860	DZA65_RS02860	1	NZ_CP031560	614236	614529	+	NA	co-chaperone GroES	0.483	10	FALSE
DZA65_RS02865	DZA65_RS02865	1	NZ_CP031560	614579	616225	+	NA	chaperonin GroEL	0.5562	51	FALSE
DZA65_RS02870	DZA65_RS02870	1	NZ_CP031560	616602	617117	+	NA	chorismate lyase	0.5872	15	TRUE
DZA65_RS02875	DZA65_RS02875	1	NZ_CP031560	617139	618002	+	NA	4-hydroxybenzoate octaprenyltransferase	0.5799	26	FALSE
DZA65_RS02880	DZA65_RS02880	1	NZ_CP031560	618057	620534	-	NA	glycerol-3-phosphate 1-O-acyltransferase PlsB	0.5743	82	FALSE
DZA65_RS02885	DZA65_RS02885	1	NZ_CP031560	620664	621029	+	NA	diacylglycerol kinase	0.5492	14	FALSE
DZA65_RS02890	DZA65_RS02890	1	NZ_CP031560	621139	621750	+	NA	repressor LexA	0.5507	14	FALSE
DZA65_RS02895	DZA65_RS02895	1	NZ_CP031560	621926	622435	-	NA	zinc uptake transcriptional repressor Zur	0.5373	12	TRUE
DZA65_RS02900	DZA65_RS02900	1	NZ_CP031560	622567	623277	-	NA	pirin family protein	0.5598	26	TRUE
DZA65_RS02905	DZA65_RS02905	1	NZ_CP031560	623387	624283	+	NA	LysR family transcriptional regulator	0.563	33	TRUE
DZA65_RS02910	DZA65_RS02910	1	NZ_CP031560	624343	625380	-	NA	glutathione S-transferase family protein	0.5588	48	TRUE
DZA65_RS02915	DZA65_RS02915	1	NZ_CP031560	625460	625855	-	NA	DoxX family protein	0.5278	12	TRUE
DZA65_RS02920	DZA65_RS02920	1	NZ_CP031560	626145	626450	-	NA	hypothetical protein	0.5719	10	TRUE
DZA65_RS02925	DZA65_RS02925	1	NZ_CP031560	626447	626845	-	NA	membrane protein	0.5915	7	TRUE
DZA65_RS02930	DZA65_RS02930	1	NZ_CP031560	626849	627154	-	NA	DUF883 domain-containing protein	0.5752	7	TRUE
DZA65_RS02935	DZA65_RS02935	1	NZ_CP031560	627354	627701	-	NA	EnvZ/OmpR regulon moderator MzrA	0.6006	12	TRUE
DZA65_RS02940	DZA65_RS02940	1	NZ_CP031560	627701	628378	-	NA	DedA family protein	0.5251	18	TRUE
DZA65_RS02945	DZA65_RS02945	1	NZ_CP031560	629057	629836	-	NA	transcriptional regulator ExuR	0.5449	19	TRUE
DZA65_RS02950	DZA65_RS02950	1	NZ_CP031560	630197	631498	-	NA	MFS transporter	0.5906	38	TRUE
DZA65_RS02965	DZA65_RS02965	1	NZ_CP031560	632055	633473	+	NA	glucuronate isomerase	0.5751	38	TRUE
DZA65_RS02975	DZA65_RS02975	1	NZ_CP031560	633786	635237	+	NA	tagaturonate reductase	0.593	37	TRUE
DZA65_RS02980	DZA65_RS02980	1	NZ_CP031560	635256	636746	+	NA	altronate dehydratase	0.5915	32	TRUE
DZA65_RS02985	DZA65_RS02985	1	NZ_CP031560	636860	637408	+	NA	YgjV family protein	0.5355	18	TRUE
DZA65_RS02990	DZA65_RS02990	1	NZ_CP031560	637462	638415	-	NA	TerC family protein	0.5786	29	TRUE
DZA65_RS02995	DZA65_RS02995	1	NZ_CP031560	638746	638937	-	NA	hypothetical protein	0.5625	12	TRUE
DZA65_RS03000	DZA65_RS03000	1	NZ_CP031560	638936	640150	+	NA	23S rRNA (guanine(1835)-N(2))-methyltransferase RlmG	0.5918	32	TRUE
DZA65_RS03005	DZA65_RS03005	1	NZ_CP031560	640244	640540	+	NA	hypothetical protein	0.5623	5	FALSE
DZA65_RS03010	DZA65_RS03010	1	NZ_CP031560	640850	641797	+	NA	pectate lyase	0.4968	61	TRUE
DZA65_RS03015	DZA65_RS03015	1	NZ_CP031560	641990	642580	+	NA	transcriptional regulator UhpA	0.6142	15	TRUE
DZA65_RS03020	DZA65_RS03020	1	NZ_CP031560	642577	644091	+	NA	signal transduction histidine-protein kinase/phosphatase UhpB	0.6521	27	TRUE
DZA65_RS03025	DZA65_RS03025	1	NZ_CP031560	644091	645437	+	NA	MFS transporter	0.6251	32	TRUE
DZA65_RS03030	DZA65_RS03030	1	NZ_CP031560	645609	647000	+	NA	hexose-6-phosphate:phosphate antiporter	0.5783	39	TRUE
DZA65_RS03035	DZA65_RS03035	1	NZ_CP031560	647248	647715	+	NA	ATP-independent periplasmic protein-refolding chaperone	0.5214	16	TRUE
DZA65_RS03040	DZA65_RS03040	1	NZ_CP031560	647940	648986	+	NA	FAD:protein FMN transferase ApbE	0.5912	34	TRUE
DZA65_RS03045	DZA65_RS03045	1	NZ_CP031560	649146	650582	+	NA	coniferyl aldehyde dehydrogenase	0.5929	40	TRUE
DZA65_RS03050	DZA65_RS03050	1	NZ_CP031560	651142	653919	+	NA	flavocytochrome c	0.5922	76	TRUE
DZA65_RS03055	DZA65_RS03055	1	NZ_CP031560	653990	654961	+	NA	FAD:protein FMN transferase	0.5638	28	TRUE
DZA65_RS03060	DZA65_RS03060	1	NZ_CP031560	654974	655555	-	NA	TetR/AcrR family transcriptional regulator	0.5584	17	TRUE
DZA65_RS03065	DZA65_RS03065	1	NZ_CP031560	656034	656897	+	NA	SDR family oxidoreductase	0.5961	23	TRUE
DZA65_RS03080	DZA65_RS03080	7	NZ_CP031560	657786	658238	+	NA	site-specific integrase	0.4812	24	TRUE
DZA65_RS03085	DZA65_RS03085	1	NZ_CP031560	658303	658857	+	NA	cell division protein Fic	0.5153	22	TRUE
DZA65_RS03090	DZA65_RS03090	1	NZ_CP031560	658854	659012	-	NA	hypothetical protein	0.478	4	FALSE
DZA65_RS03095	DZA65_RS03095	7	NZ_CP031560	659171	660279	-	NA	IS3 family transposase	0.4797	59	FALSE
DZA65_RS03100	DZA65_RS03100	5	NZ_CP031560	660465	660540	-	NA	tRNA-Ile	0.5658	3	FALSE
DZA65_RS03105	DZA65_RS03105	1	NZ_CP031560	660802	662637	-	NA	RNA polymerase sigma factor RpoD	0.5458	46	FALSE
DZA65_RS03110	DZA65_RS03110	1	NZ_CP031560	662794	664548	-	NA	DNA primase	0.5504	61	FALSE
DZA65_RS03115	DZA65_RS03115	1	NZ_CP031560	664676	664891	-	NA	30S ribosomal protein S21	0.5046	9	FALSE
DZA65_RS03120	DZA65_RS03120	1	NZ_CP031560	665138	666151	+	NA	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	0.6036	26	FALSE
DZA65_RS03125	DZA65_RS03125	1	NZ_CP031560	666197	666667	-	NA	transcriptional regulator ArgR	0.5329	17	FALSE
DZA65_RS03130	DZA65_RS03130	1	NZ_CP031560	667159	668100	+	NA	malate dehydrogenase	0.551	33	TRUE
DZA65_RS03135	DZA65_RS03135	1	NZ_CP031560	668171	668452	-	NA	transcriptional regulator	0.5106	13	TRUE
DZA65_RS03140	DZA65_RS03140	1	NZ_CP031560	668641	669027	+	NA	putative DNA-binding transcriptional regulator	0.4703	19	TRUE
DZA65_RS03145	DZA65_RS03145	1	NZ_CP031560	669254	669628	+	NA	putative DNA-binding transcriptional regulator	0.5413	13	TRUE
DZA65_RS03150	DZA65_RS03150	1	NZ_CP031560	669630	670601	-	NA	octaprenyl diphosphate synthase	0.5525	37	FALSE
DZA65_RS03155	DZA65_RS03155	1	NZ_CP031560	670862	671173	+	NA	50S ribosomal protein L21	0.5064	10	FALSE
DZA65_RS03160	DZA65_RS03160	1	NZ_CP031560	671193	671450	+	NA	50S ribosomal protein L27	0.5116	10	FALSE
DZA65_RS03165	DZA65_RS03165	1	NZ_CP031560	671554	672498	+	NA	DMT family transporter	0.545	35	TRUE
DZA65_RS03170	DZA65_RS03170	1	NZ_CP031560	672765	673940	+	NA	Obg family GTPase CgtA	0.5604	36	FALSE
DZA65_RS03175	DZA65_RS03175	1	NZ_CP031560	674044	675477	-	NA	serine-type D-Ala-D-Ala carboxypeptidase	0.5642	47	TRUE
DZA65_RS03180	DZA65_RS03180	1	NZ_CP031560	675742	676218	+	NA	transcription elongation factor GreA	0.5283	14	TRUE
DZA65_RS03185	DZA65_RS03185	1	NZ_CP031560	676342	676635	-	NA	ribosome assembly RNA-binding protein YhbY	0.5068	7	TRUE
DZA65_RS03190	DZA65_RS03190	1	NZ_CP031560	676793	677422	+	NA	23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE	0.5286	28	FALSE
DZA65_RS03195	DZA65_RS03195	1	NZ_CP031560	677470	679422	+	NA	ATP-dependent zinc metalloprotease FtsH	0.5443	53	FALSE
DZA65_RS03200	DZA65_RS03200	1	NZ_CP031560	679528	680361	+	NA	dihydropteroate synthase	0.548	29	FALSE
DZA65_RS03205	DZA65_RS03205	1	NZ_CP031560	680370	681707	+	NA	phosphoglucosamine mutase	0.5448	51	FALSE
DZA65_RS03210	DZA65_RS03210	1	NZ_CP031560	682006	682341	+	NA	preprotein translocase subunit SecG	0.5179	11	TRUE
DZA65_RS03215	DZA65_RS03215	5	NZ_CP031560	682396	682482	+	NA	tRNA-Leu	0.5862	5	FALSE
DZA65_RS03220	DZA65_RS03220	5	NZ_CP031560	682542	682618	+	NA	tRNA-Met	0.6494	2	FALSE
DZA65_RS03225	DZA65_RS03225	1	NZ_CP031560	682837	683289	+	NA	ribosome maturation factor RimP	0.5166	18	FALSE
DZA65_RS03230	DZA65_RS03230	1	NZ_CP031560	683311	684801	+	NA	transcription termination/antitermination protein NusA	0.5426	41	TRUE
DZA65_RS03235	DZA65_RS03235	1	NZ_CP031560	684827	687544	+	NA	translation initiation factor IF-2	0.5585	78	FALSE
DZA65_RS03240	DZA65_RS03240	1	NZ_CP031560	687619	688020	+	NA	30S ribosome-binding factor RbfA	0.5398	10	FALSE
DZA65_RS03245	DZA65_RS03245	1	NZ_CP031560	688020	688976	+	NA	tRNA pseudouridine(55) synthase TruB	0.5726	37	TRUE
DZA65_RS03250	DZA65_RS03250	1	NZ_CP031560	689085	689354	+	NA	30S ribosomal protein S15	0.5259	10	FALSE
DZA65_RS03255	DZA65_RS03255	1	NZ_CP031560	689605	691725	+	NA	polyribonucleotide nucleotidyltransferase	0.5549	72	TRUE
DZA65_RS03260	DZA65_RS03260	1	NZ_CP031560	691853	692737	+	NA	lipoprotein NlpI	0.4983	43	TRUE
DZA65_RS03265	DZA65_RS03265	1	NZ_CP031560	692846	692905	+	NA	protein YrbN	0.3667	3	TRUE
DZA65_RS03270	DZA65_RS03270	1	NZ_CP031560	692918	694804	+	NA	DEAD/DEAH family ATP-dependent RNA helicase	0.5951	42	FALSE
DZA65_RS03275	DZA65_RS03275	1	NZ_CP031560	694870	695889	-	NA	LLM class flavin-dependent oxidoreductase	0.6118	27	TRUE
DZA65_RS03280	DZA65_RS03280	1	NZ_CP031560	696007	696885	-	NA	U32 family peptidase	0.5654	28	TRUE
DZA65_RS03285	DZA65_RS03285	1	NZ_CP031560	696904	697902	-	NA	U32 family peptidase	0.6146	33	TRUE
DZA65_RS03290	DZA65_RS03290	1	NZ_CP031560	698221	698745	+	NA	SCP2 domain-containing protein	0.5714	16	TRUE
DZA65_RS03295	DZA65_RS03295	1	NZ_CP031560	698739	699242	+	NA	N-acetyltransferase	0.623	14	TRUE
DZA65_RS03300	DZA65_RS03300	1	NZ_CP031560	699229	699531	-	NA	GIY-YIG nuclease family protein	0.5743	5	TRUE
DZA65_RS03305	DZA65_RS03305	1	NZ_CP031560	699957	700736	+	NA	deoxyribose-phosphate aldolase	0.6179	14	TRUE
DZA65_RS03310	DZA65_RS03310	1	NZ_CP031560	700799	702130	+	NA	thymidine phosphorylase	0.6216	25	TRUE
DZA65_RS03315	DZA65_RS03315	1	NZ_CP031560	702220	703443	+	NA	phosphopentomutase	0.6144	31	TRUE
DZA65_RS03320	DZA65_RS03320	1	NZ_CP031560	703543	704268	+	NA	purine-nucleoside phosphorylase	0.6047	17	TRUE
DZA65_RS03325	DZA65_RS03325	1	NZ_CP031560	704391	705629	-	NA	ATP-grasp domain-containing protein	0.3656	82	TRUE
DZA65_RS03330	DZA65_RS03330	1	NZ_CP031560	705631	706563	-	NA	EamA family transporter	0.3751	81	TRUE
DZA65_RS03335	DZA65_RS03335	1	NZ_CP031560	706563	707222	-	NA	YggS family pyridoxal phosphate-dependent enzyme	0.3379	63	TRUE
DZA65_RS03340	DZA65_RS03340	1	NZ_CP031560	707225	707785	-	NA	adenine phosphoribosyltransferase	0.3797	51	TRUE
DZA65_RS03345	DZA65_RS03345	1	NZ_CP031560	707797	708735	-	NA	cysteine synthase family protein	0.3994	55	TRUE
DZA65_RS03355	DZA65_RS03355	7	NZ_CP031560	709202	709573	-	NA	hypothetical protein	0.621	7	TRUE
DZA65_RS03360	DZA65_RS03360	7	NZ_CP031560	709914	711028	-	NA	restriction endonuclease subunit S	0.4188	86	TRUE
DZA65_RS03365	DZA65_RS03365	1	NZ_CP031560	711021	712655	-	NA	SAM-dependent DNA methyltransferase	0.5083	64	TRUE
DZA65_RS03370	DZA65_RS03370	1	NZ_CP031560	712649	715753	-	NA	type I restriction endonuclease subunit R	0.5008	122	TRUE
DZA65_RS03375	DZA65_RS03375	1	NZ_CP031560	716025	716468	-	NA	ribosomal protein S18-alanine N-acetyltransferase	0.5743	18	TRUE
DZA65_RS03380	DZA65_RS03380	1	NZ_CP031560	716437	716856	-	NA	DNA polymerase III subunit psi	0.6262	6	FALSE
DZA65_RS03385	DZA65_RS03385	1	NZ_CP031560	717010	718038	+	NA	16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC	0.6171	23	TRUE
DZA65_RS03390	DZA65_RS03390	1	NZ_CP031560	718079	719074	-	NA	aldo/keto reductase	0.6155	29	TRUE
DZA65_RS03395	DZA65_RS03395	1	NZ_CP031560	719189	720091	+	NA	LysR family transcriptional regulator	0.6124	23	TRUE
DZA65_RS03400	DZA65_RS03400	5	NZ_CP031560	720208	720293	+	NA	tRNA-Leu	0.5698	3	FALSE
DZA65_RS03405	DZA65_RS03405	5	NZ_CP031560	720325	720410	+	NA	tRNA-Leu	0.5698	3	TRUE
DZA65_RS03410	DZA65_RS03410	5	NZ_CP031560	720472	720557	+	NA	tRNA-Leu	0.5698	3	TRUE
DZA65_RS03415	DZA65_RS03415	1	NZ_CP031560	720694	720978	-	NA	DUF1435 domain-containing protein	0.5895	10	TRUE
DZA65_RS03420	DZA65_RS03420	1	NZ_CP031560	721105	721998	-	NA	LysR family transcriptional regulator	0.6007	20	TRUE
DZA65_RS03425	DZA65_RS03425	1	NZ_CP031560	722110	722898	+	NA	acetolactate decarboxylase	0.5032	33	TRUE
DZA65_RS03430	DZA65_RS03430	1	NZ_CP031560	722960	724639	+	NA	acetolactate synthase AlsS	0.5815	47	TRUE
DZA65_RS03435	DZA65_RS03435	1	NZ_CP031560	725469	726569	+	NA	glycine cleavage system aminomethyltransferase GcvT	0.5922	24	TRUE
DZA65_RS03440	DZA65_RS03440	1	NZ_CP031560	726601	727008	+	NA	glycine cleavage system protein GcvH	0.5711	10	TRUE
DZA65_RS03445	DZA65_RS03445	1	NZ_CP031560	727140	730013	+	NA	aminomethyl-transferring glycine dehydrogenase	0.6225	74	TRUE
DZA65_RS03450	DZA65_RS03450	1	NZ_CP031560	730094	730702	-	NA	HD domain-containing protein	0.5829	11	TRUE
DZA65_RS03455	DZA65_RS03455	1	NZ_CP031560	730964	731614	+	NA	hemolysin III family protein	0.5499	31	TRUE
DZA65_RS03460	DZA65_RS03460	1	NZ_CP031560	731705	732685	-	NA	tRNA-modifying protein YgfZ	0.6106	28	FALSE
DZA65_RS03465	DZA65_RS03465	1	NZ_CP031560	732999	733265	+	NA	FAD assembly factor SdhE	0.5131	6	TRUE
DZA65_RS03470	DZA65_RS03470	1	NZ_CP031560	733246	733677	+	NA	membrane protein	0.5926	8	TRUE
DZA65_RS03475	DZA65_RS03475	1	NZ_CP031560	733772	734290	-	NA	flavodoxin FldB	0.5453	16	TRUE
DZA65_RS03480	DZA65_RS03480	1	NZ_CP031560	734419	735744	-	NA	MHS family MFS transporter	0.6063	34	TRUE
DZA65_RS03485	DZA65_RS03485	1	NZ_CP031560	736007	736906	+	NA	site-specific tyrosine recombinase XerD	0.6122	20	FALSE
DZA65_RS03490	DZA65_RS03490	1	NZ_CP031560	736996	737712	+	NA	bifunctional protein-disulfide isomerase/oxidoreductase DsbC	0.5579	24	TRUE
DZA65_RS03495	DZA65_RS03495	1	NZ_CP031560	737736	739466	+	NA	single-stranded-DNA-specific exonuclease RecJ	0.6505	27	TRUE
DZA65_RS03500	DZA65_RS03500	7	NZ_CP031560	739633	740731	+	NA	peptide chain release factor 2	0.5496	35	FALSE
DZA65_RS03505	DZA65_RS03505	1	NZ_CP031560	740741	742258	+	NA	lysine--tRNA ligase	0.5889	35	FALSE
DZA65_RS03510	DZA65_RS03510	1	NZ_CP031560	742406	743077	+	NA	LysE family transporter	0.5833	29	TRUE
DZA65_RS03515	DZA65_RS03515	5	NZ_CP031560	743163	743236	+	NA	tRNA-Gly	0.5676	4	TRUE
DZA65_RS03520	DZA65_RS03520	1	NZ_CP031560	743793	744563	+	NA	DUF3800 domain-containing protein	0.4553	45	TRUE
DZA65_RS03525	DZA65_RS03525	1	NZ_CP031560	744970	745065	-	NA	hypothetical protein	0.4792	5	TRUE
DZA65_RS03530	DZA65_RS03530	1	NZ_CP031560	745257	745892	+	NA	recombinase family protein	0.5519	31	TRUE
DZA65_RS03535	DZA65_RS03535	1	NZ_CP031560	746088	746861	+	NA	RNA polymerase subunit sigma-24	0.5297	40	TRUE
DZA65_RS03540	DZA65_RS03540	1	NZ_CP031560	747353	747685	+	NA	hypothetical protein	0.5495	14	TRUE
DZA65_RS03545	DZA65_RS03545	1	NZ_CP031560	747744	748634	+	NA	hypothetical protein	0.5466	40	TRUE
DZA65_RS03555	DZA65_RS03555	1	NZ_CP031560	749208	749480	+	NA	hypothetical protein	0.5275	10	TRUE
DZA65_RS03560	DZA65_RS03560	1	NZ_CP031560	749480	749899	+	NA	hypothetical protein	0.4548	24	TRUE
DZA65_RS03565	DZA65_RS03565	1	NZ_CP031560	750094	750591	+	NA	HNH endonuclease	0.4297	42	TRUE
DZA65_RS03570	DZA65_RS03570	1	NZ_CP031560	750582	750998	-	NA	hypothetical protein	0.4125	38	TRUE
DZA65_RS03575	DZA65_RS03575	1	NZ_CP031560	751090	751509	-	NA	hypothetical protein	0.4357	31	TRUE
DZA65_RS03580	DZA65_RS03580	1	NZ_CP031560	751510	752718	-	NA	tyrosine-type recombinase/integrase	0.4773	76	TRUE
DZA65_RS03585	DZA65_RS03585	1	NZ_CP031560	753103	753480	+	NA	helix-turn-helix transcriptional regulator	0.5238	13	TRUE
DZA65_RS03590	DZA65_RS03590	1	NZ_CP031560	753582	755045	-	NA	heavy metal sensor histidine kinase	0.4857	59	TRUE
DZA65_RS03595	DZA65_RS03595	1	NZ_CP031560	755038	755718	-	NA	copper/silver response regulator transcription factor SilR	0.4993	36	TRUE
DZA65_RS03600	DZA65_RS03600	1	NZ_CP031560	755908	757293	+	NA	efflux transporter outer membrane subunit	0.4913	61	TRUE
DZA65_RS03605	DZA65_RS03605	1	NZ_CP031560	757322	757675	+	NA	cation efflux system protein CusF	0.4096	18	TRUE
DZA65_RS03610	DZA65_RS03610	1	NZ_CP031560	757789	759078	+	NA	efflux RND transporter periplasmic adaptor subunit	0.4775	63	TRUE
DZA65_RS03615	DZA65_RS03615	1	NZ_CP031560	759089	762235	+	NA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	0.5265	122	TRUE
DZA65_RS03625	DZA65_RS03625	1	NZ_CP031560	762651	764534	-	NA	polysaccharide biosynthesis protein	0.509	85	TRUE
DZA65_RS03630	DZA65_RS03630	1	NZ_CP031560	764688	765662	+	NA	NAD-dependent epimerase/dehydratase family protein	0.6287	22	TRUE
DZA65_RS03635	DZA65_RS03635	1	NZ_CP031560	765672	766220	+	NA	sugar transferase	0.5537	17	TRUE
DZA65_RS03640	DZA65_RS03640	1	NZ_CP031560	766293	767615	-	NA	ABC transporter substrate-binding protein	0.5782	33	TRUE
DZA65_RS03645	DZA65_RS03645	1	NZ_CP031560	767608	768693	-	NA	ABC transporter ATP-binding protein	0.6077	21	TRUE
DZA65_RS03650	DZA65_RS03650	1	NZ_CP031560	768693	769514	-	NA	phosphodiesterase	0.6071	26	TRUE
DZA65_RS03655	DZA65_RS03655	1	NZ_CP031560	769525	770412	-	NA	carbohydrate ABC transporter permease	0.5777	22	TRUE
DZA65_RS03660	DZA65_RS03660	1	NZ_CP031560	770402	771292	-	NA	sugar ABC transporter permease	0.5758	24	TRUE
DZA65_RS03665	DZA65_RS03665	1	NZ_CP031560	771541	771969	+	NA	TOBE domain-containing protein	0.5967	8	TRUE
DZA65_RS03670	DZA65_RS03670	1	NZ_CP031560	772225	773145	+	NA	kdo(2)-lipid IV(A) palmitoleoyltransferase	0.5874	24	TRUE
DZA65_RS03675	DZA65_RS03675	1	NZ_CP031560	773952	775319	+	NA	NCS2 family permease	0.6001	39	TRUE
DZA65_RS03680	DZA65_RS03680	1	NZ_CP031560	775530	777176	+	NA	Na+/H+ antiporter	0.5847	40	TRUE
DZA65_RS03685	DZA65_RS03685	1	NZ_CP031560	777225	778883	-	NA	cation/acetate symporter ActP	0.5799	51	TRUE
DZA65_RS03690	DZA65_RS03690	1	NZ_CP031560	778880	779191	-	NA	DUF485 domain-containing protein	0.5288	13	TRUE
DZA65_RS03695	DZA65_RS03695	1	NZ_CP031560	779312	781273	-	NA	acetate--CoA ligase	0.5754	73	TRUE
DZA65_RS03705	DZA65_RS03705	1	NZ_CP031560	782037	782429	+	NA	hypothetical protein	0.4733	14	TRUE
DZA65_RS03710	DZA65_RS03710	7	NZ_CP031560	782976	783270	+	NA	TonB-dependent siderophore receptor	0.539	11	TRUE
DZA65_RS03715	DZA65_RS03715	1	NZ_CP031560	784111	785265	+	NA	mandelate racemase	0.6104	29	FALSE
DZA65_RS03720	DZA65_RS03720	1	NZ_CP031560	785346	786956	+	NA	ABC transporter substrate-binding protein	0.5655	43	TRUE
DZA65_RS03725	DZA65_RS03725	1	NZ_CP031560	787041	788099	+	NA	ABC transporter permease	0.5949	29	TRUE
DZA65_RS03730	DZA65_RS03730	1	NZ_CP031560	788096	789001	+	NA	ABC transporter permease	0.6137	18	TRUE
DZA65_RS03735	DZA65_RS03735	1	NZ_CP031560	788994	789869	+	NA	ATP-binding cassette domain-containing protein	0.613	22	TRUE
DZA65_RS03740	DZA65_RS03740	1	NZ_CP031560	789912	790685	+	NA	ABC transporter ATP-binding protein	0.593	20	TRUE
DZA65_RS03745	DZA65_RS03745	1	NZ_CP031560	791030	792040	+	NA	AI-2E family transporter	0.5223	30	TRUE
DZA65_RS03750	DZA65_RS03750	1	NZ_CP031560	792136	793662	-	NA	MFS transporter	0.5553	59	TRUE
DZA65_RS03755	DZA65_RS03755	1	NZ_CP031560	794116	794325	+	NA	helix-turn-helix transcriptional regulator	0.5143	5	TRUE
DZA65_RS03760	DZA65_RS03760	1	NZ_CP031560	794467	795981	-	NA	fructuronate reductase	0.6238	32	TRUE
DZA65_RS03765	DZA65_RS03765	1	NZ_CP031560	796083	797687	-	NA	DHA2 family efflux MFS transporter permease subunit	0.643	28	TRUE
DZA65_RS03770	DZA65_RS03770	1	NZ_CP031560	797674	798831	-	NA	HlyD family secretion protein	0.6019	19	TRUE
DZA65_RS03775	DZA65_RS03775	1	NZ_CP031560	798828	799283	-	NA	MarR family transcriptional regulator	0.5943	9	TRUE
DZA65_RS03780	DZA65_RS03780	1	NZ_CP031560	799482	800966	-	NA	PLP-dependent aminotransferase family protein	0.5892	45	TRUE
DZA65_RS03785	DZA65_RS03785	1	NZ_CP031560	801067	801801	+	NA	GNAT family N-acetyltransferase	0.5211	35	TRUE
DZA65_RS03790	DZA65_RS03790	1	NZ_CP031560	801981	803078	-	NA	L,D-transpeptidase family protein	0.6066	26	TRUE
DZA65_RS03795	DZA65_RS03795	1	NZ_CP031560	803329	806862	-	NA	pyruvate:ferredoxin (flavodoxin) oxidoreductase	0.6276	71	TRUE
DZA65_RS03800	DZA65_RS03800	1	NZ_CP031560	807424	807846	+	NA	hypothetical protein	0.5225	19	TRUE
DZA65_RS03805	DZA65_RS03805	1	NZ_CP031560	807989	808534	+	NA	GNAT family N-acetyltransferase	0.5879	8	TRUE
DZA65_RS03810	DZA65_RS03810	1	NZ_CP031560	808643	809368	+	NA	YnfC family lipoprotein	0.5744	20	TRUE
DZA65_RS03815	DZA65_RS03815	1	NZ_CP031560	809501	811069	-	NA	glycosyl hydrolase 43 family protein	0.6386	34	TRUE
DZA65_RS03820	DZA65_RS03820	1	NZ_CP031560	811093	812529	-	NA	MFS transporter	0.5832	52	TRUE
DZA65_RS03825	DZA65_RS03825	1	NZ_CP031560	812940	813179	-	NA	DinI family protein	0.475	13	TRUE
DZA65_RS03835	DZA65_RS03835	1	NZ_CP031560	813326	813715	+	NA	VOC family protein	0.5769	17	TRUE
DZA65_RS03840	DZA65_RS03840	1	NZ_CP031560	813730	814014	+	NA	hypothetical protein	0.5123	9	TRUE
DZA65_RS03845	DZA65_RS03845	1	NZ_CP031560	814071	815171	-	NA	D-alanine--D-alanine ligase	0.5777	28	FALSE
DZA65_RS03850	DZA65_RS03850	1	NZ_CP031560	815322	816179	-	NA	MurR/RpiR family transcriptional regulator	0.6072	19	TRUE
DZA65_RS03855	DZA65_RS03855	1	NZ_CP031560	816492	818003	+	NA	CoA-acylating methylmalonate-semialdehyde dehydrogenase	0.6429	31	TRUE
DZA65_RS03860	DZA65_RS03860	1	NZ_CP031560	818030	819961	+	NA	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	0.661	34	TRUE
DZA65_RS03865	DZA65_RS03865	1	NZ_CP031560	820490	821476	+	NA	inositol 2-dehydrogenase	0.6302	24	TRUE
DZA65_RS03870	DZA65_RS03870	1	NZ_CP031560	821562	822500	+	NA	sugar ABC transporter substrate-binding protein	0.6187	13	TRUE
DZA65_RS03875	DZA65_RS03875	1	NZ_CP031560	822557	824104	+	NA	sugar ABC transporter ATP-binding protein	0.6337	23	TRUE
DZA65_RS03880	DZA65_RS03880	1	NZ_CP031560	824121	825155	+	NA	ABC transporter permease	0.629	27	TRUE
DZA65_RS03885	DZA65_RS03885	1	NZ_CP031560	825173	826306	+	NA	Gfo/Idh/MocA family oxidoreductase	0.6429	22	TRUE
