locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
HGI48_RS02850	HGI48_RS02850	1	NZ_CP051429	614334	615680	+		MFS transporter
HGI48_RS02855	HGI48_RS02855	1	NZ_CP051429	615864	617255	+		hexose-6-phosphate:phosphate antiporter
HGI48_RS02860	HGI48_RS02860	1	NZ_CP051429	617503	617970	+		ATP-independent periplasmic protein-refolding chaperone
HGI48_RS02865	HGI48_RS02865	1	NZ_CP051429	618210	619256	+		FAD:protein FMN transferase ApbE
HGI48_RS02870	HGI48_RS02870	1	NZ_CP051429	619801	622578	+		flavocytochrome c
HGI48_RS02875	HGI48_RS02875	1	NZ_CP051429	622649	623620	+		FAD:protein FMN transferase
HGI48_RS02880	HGI48_RS02880	1	NZ_CP051429	623633	624214	-		TetR/AcrR family transcriptional regulator
HGI48_RS02885	HGI48_RS02885	1	NZ_CP051429	624692	625555	+		SDR family oxidoreductase
HGI48_RS02890	HGI48_RS02890	1	NZ_CP051429	626172	627203	-		tyrosine-type recombinase/integrase
HGI48_RS02895	HGI48_RS02895	1	NZ_CP051429	627203	627787	-		phage repressor protein CI
HGI48_RS02900	HGI48_RS02900	1	NZ_CP051429	627922	628221	+		hypothetical protein
HGI48_RS02905	HGI48_RS02905	1	NZ_CP051429	628214	628717	+		phage regulatory CII family protein
HGI48_RS02910	HGI48_RS02910	1	NZ_CP051429	628915	629238	+		DUF5347 family protein
HGI48_RS02915	HGI48_RS02915	1	NZ_CP051429	629307	629534	+		DUF2732 domain-containing protein
HGI48_RS02920	HGI48_RS02920	1	NZ_CP051429	629534	629761	+		TraR/DksA family transcriptional regulator
HGI48_RS02925	HGI48_RS02925	1	NZ_CP051429	629758	630351	+		3'-5' exoribonuclease
HGI48_RS02930	HGI48_RS02930	1	NZ_CP051429	630348	631283	+		Dam family site-specific DNA-(adenine-N6)-methyltransferase
HGI48_RS02935	HGI48_RS02935	1	NZ_CP051429	631283	632200	+		DNA cytosine methyltransferase
HGI48_RS02940	HGI48_RS02940	1	NZ_CP051429	632197	633201	+		phosphoadenosine phosphosulfate reductase family protein
HGI48_RS02945	HGI48_RS02945	1	NZ_CP051429	633342	635492	+		replication endonuclease
HGI48_RS02950	HGI48_RS02950	1	NZ_CP051429	635645	636346	+		DNA adenine methylase
HGI48_RS02955	HGI48_RS02955	1	NZ_CP051429	636508	636666	+		hypothetical protein
HGI48_RS02960	HGI48_RS02960	1	NZ_CP051429	636841	637101	+		type II toxin-antitoxin system RelE/ParE family toxin
HGI48_RS02965	HGI48_RS02965	1	NZ_CP051429	637176	637544	+		helix-turn-helix transcriptional regulator
HGI48_RS02970	HGI48_RS02970	1	NZ_CP051429	637860	638915	-		phage portal protein
HGI48_RS02975	HGI48_RS02975	1	NZ_CP051429	638916	640682	-		terminase ATPase subunit family protein
HGI48_RS02980	HGI48_RS02980	1	NZ_CP051429	640822	641655	+		GPO family capsid scaffolding protein
HGI48_RS02985	HGI48_RS02985	1	NZ_CP051429	641670	642779	+		phage major capsid protein, P2 family
HGI48_RS02990	HGI48_RS02990	1	NZ_CP051429	642782	643444	+		hypothetical protein
HGI48_RS02995	HGI48_RS02995	1	NZ_CP051429	643537	644001	+		head completion/stabilization protein
HGI48_RS03000	HGI48_RS03000	1	NZ_CP051429	644001	644204	+		tail protein X
HGI48_RS03005	HGI48_RS03005	1	NZ_CP051429	644208	644504	+		phage holin family protein
HGI48_RS03010	HGI48_RS03010	1	NZ_CP051429	644491	644982	+		glycoside hydrolase family 104 protein
HGI48_RS03015	HGI48_RS03015	1	NZ_CP051429	644979	645428	+		LysB family phage lysis regulatory protein
HGI48_RS03020	HGI48_RS03020	1	NZ_CP051429	645506	645937	+		phage tail protein
HGI48_RS03025	HGI48_RS03025	1	NZ_CP051429	645930	646373	+		phage virion morphogenesis protein
HGI48_RS03030	HGI48_RS03030	1	NZ_CP051429	646498	647031	+		phage baseplate assembly protein V
HGI48_RS03035	HGI48_RS03035	1	NZ_CP051429	647028	647378	+		GPW/gp25 family protein
HGI48_RS03040	HGI48_RS03040	1	NZ_CP051429	647375	648283	+		baseplate assembly protein
HGI48_RS03045	HGI48_RS03045	1	NZ_CP051429	648276	648884	+		phage tail protein I
HGI48_RS03050	HGI48_RS03050	1	NZ_CP051429	648881	650575	+		phage tail protein
HGI48_RS03055	HGI48_RS03055	1	NZ_CP051429	650575	651198	+		tail fiber assembly protein
HGI48_RS03060	HGI48_RS03060	1	NZ_CP051429	651290	652462	+		phage tail sheath protein
HGI48_RS03065	HGI48_RS03065	1	NZ_CP051429	652474	652989	+		phage major tail tube protein
HGI48_RS03070	HGI48_RS03070	1	NZ_CP051429	653049	653351	+		phage tail assembly protein
HGI48_RS03075	HGI48_RS03075	1	NZ_CP051429	653366	653485	+		GpE family phage tail protein
HGI48_RS03080	HGI48_RS03080	1	NZ_CP051429	653478	656318	+		phage tail tape measure protein
HGI48_RS03085	HGI48_RS03085	1	NZ_CP051429	656315	656848	+		phage tail protein
HGI48_RS03090	HGI48_RS03090	1	NZ_CP051429	656845	657954	+		phage late control D family protein
HGI48_RS03095	HGI48_RS03095	1	NZ_CP051429	658033	658248	+		ogr/Delta-like zinc finger family protein
HGI48_RS03100	HGI48_RS03100	1	NZ_CP051429	658284	658661	-		hypothetical protein
HGI48_RS03105	HGI48_RS03105	5	NZ_CP051429	658790	658865	-		tRNA-Ile
HGI48_RS03110	HGI48_RS03110	1	NZ_CP051429	659127	660962	-		RNA polymerase sigma factor RpoD
HGI48_RS03115	HGI48_RS03115	1	NZ_CP051429	661119	662873	-		DNA primase
HGI48_RS03120	HGI48_RS03120	1	NZ_CP051429	663001	663216	-		30S ribosomal protein S21
HGI48_RS03125	HGI48_RS03125	1	NZ_CP051429	663481	664494	+		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
HGI48_RS03130	HGI48_RS03130	1	NZ_CP051429	664540	665010	-		transcriptional regulator ArgR
HGI48_RS03135	HGI48_RS03135	1	NZ_CP051429	665503	666444	+		malate dehydrogenase
HGI48_RS03140	HGI48_RS03140	1	NZ_CP051429	666515	666796	-		helix-turn-helix domain-containing protein
HGI48_RS03145	HGI48_RS03145	1	NZ_CP051429	666985	667371	+		putative DNA-binding transcriptional regulator
HGI48_RS03150	HGI48_RS03150	1	NZ_CP051429	667598	667987	+		putative DNA-binding transcriptional regulator
HGI48_RS03155	HGI48_RS03155	1	NZ_CP051429	667989	668960	-		octaprenyl diphosphate synthase
HGI48_RS03160	HGI48_RS03160	1	NZ_CP051429	669221	669532	+		50S ribosomal protein L21
HGI48_RS03165	HGI48_RS03165	1	NZ_CP051429	669552	669809	+		50S ribosomal protein L27
HGI48_RS03170	HGI48_RS03170	1	NZ_CP051429	669913	670857	+		DMT family transporter
HGI48_RS03175	HGI48_RS03175	1	NZ_CP051429	671124	672299	+		Obg family GTPase CgtA
HGI48_RS03180	HGI48_RS03180	1	NZ_CP051429	672403	673836	-		serine-type D-Ala-D-Ala carboxypeptidase
HGI48_RS03185	HGI48_RS03185	1	NZ_CP051429	674101	674577	+		transcription elongation factor GreA
HGI48_RS03190	HGI48_RS03190	1	NZ_CP051429	674701	674994	-		ribosome assembly RNA-binding protein YhbY
HGI48_RS03195	HGI48_RS03195	1	NZ_CP051429	675153	675782	+		23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE
HGI48_RS03200	HGI48_RS03200	1	NZ_CP051429	675830	677782	+		ATP-dependent zinc metalloprotease FtsH
HGI48_RS03205	HGI48_RS03205	1	NZ_CP051429	677888	678721	+		dihydropteroate synthase
HGI48_RS03210	HGI48_RS03210	1	NZ_CP051429	678730	680067	+		phosphoglucosamine mutase
HGI48_RS03215	HGI48_RS03215	1	NZ_CP051429	680366	680701	+		preprotein translocase subunit SecG
HGI48_RS03220	HGI48_RS03220	5	NZ_CP051429	680756	680842	+		tRNA-Leu
HGI48_RS03225	HGI48_RS03225	5	NZ_CP051429	680902	680978	+		tRNA-Met
HGI48_RS03230	HGI48_RS03230	1	NZ_CP051429	681197	681649	+		ribosome maturation factor RimP
HGI48_RS03235	HGI48_RS03235	1	NZ_CP051429	681671	683161	+		transcription termination/antitermination protein NusA
HGI48_RS03240	HGI48_RS03240	1	NZ_CP051429	683187	685904	+		translation initiation factor IF-2
HGI48_RS03245	HGI48_RS03245	1	NZ_CP051429	685979	686380	+		30S ribosome-binding factor RbfA
HGI48_RS03250	HGI48_RS03250	1	NZ_CP051429	686380	687336	+		tRNA pseudouridine(55) synthase TruB
HGI48_RS03255	HGI48_RS03255	1	NZ_CP051429	687445	687714	+		30S ribosomal protein S15
HGI48_RS03260	HGI48_RS03260	1	NZ_CP051429	687965	690085	+		polyribonucleotide nucleotidyltransferase
HGI48_RS03265	HGI48_RS03265	1	NZ_CP051429	690213	691097	+		lipoprotein NlpI
HGI48_RS03270	HGI48_RS03270	1	NZ_CP051429	691206	691265	+		protein YrbN
HGI48_RS03275	HGI48_RS03275	1	NZ_CP051429	691278	693164	+		DEAD/DEAH family ATP-dependent RNA helicase
HGI48_RS03280	HGI48_RS03280	1	NZ_CP051429	693230	694249	-		luciferase-like monooxygenase
HGI48_RS03285	HGI48_RS03285	1	NZ_CP051429	694367	695245	-		U32 family peptidase
HGI48_RS03290	HGI48_RS03290	1	NZ_CP051429	695264	696262	-		U32 family peptidase
HGI48_RS03295	HGI48_RS03295	1	NZ_CP051429	696581	697105	+		SCP2 domain-containing protein
HGI48_RS03300	HGI48_RS03300	1	NZ_CP051429	697099	697602	+		N-acetyltransferase
HGI48_RS03305	HGI48_RS03305	1	NZ_CP051429	697589	697891	-		GIY-YIG nuclease family protein
HGI48_RS03310	HGI48_RS03310	1	NZ_CP051429	698175	698954	+		deoxyribose-phosphate aldolase
HGI48_RS03315	HGI48_RS03315	1	NZ_CP051429	699017	700348	+		thymidine phosphorylase
HGI48_RS03320	HGI48_RS03320	1	NZ_CP051429	700438	701661	+		phosphopentomutase
HGI48_RS03325	HGI48_RS03325	1	NZ_CP051429	701732	702457	+		purine-nucleoside phosphorylase
HGI48_RS03330	HGI48_RS03330	1	NZ_CP051429	702531	702974	-		ribosomal protein S18-alanine N-acetyltransferase
HGI48_RS03335	HGI48_RS03335	1	NZ_CP051429	702943	703362	-		DNA polymerase III subunit psi
HGI48_RS03340	HGI48_RS03340	1	NZ_CP051429	703551	704579	+		16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC
HGI48_RS03345	HGI48_RS03345	1	NZ_CP051429	704624	705619	-		aldo/keto reductase
HGI48_RS03350	HGI48_RS03350	1	NZ_CP051429	705734	706636	+		LysR family transcriptional regulator
HGI48_RS03355	HGI48_RS03355	5	NZ_CP051429	706753	706838	+		tRNA-Leu
HGI48_RS03360	HGI48_RS03360	5	NZ_CP051429	706871	706956	+		tRNA-Leu
HGI48_RS03365	HGI48_RS03365	5	NZ_CP051429	707033	707118	+		tRNA-Leu
HGI48_RS03370	HGI48_RS03370	1	NZ_CP051429	707230	707514	-		DUF1435 domain-containing protein
HGI48_RS03375	HGI48_RS03375	1	NZ_CP051429	707641	708534	-		LysR family transcriptional regulator
HGI48_RS03380	HGI48_RS03380	1	NZ_CP051429	708646	709434	+		acetolactate decarboxylase
HGI48_RS03385	HGI48_RS03385	1	NZ_CP051429	709496	711175	+		acetolactate synthase AlsS
HGI48_RS03390	HGI48_RS03390	1	NZ_CP051429	711990	713090	+		glycine cleavage system aminomethyltransferase GcvT
HGI48_RS03395	HGI48_RS03395	1	NZ_CP051429	713121	713528	+		glycine cleavage system protein GcvH
HGI48_RS03400	HGI48_RS03400	1	NZ_CP051429	713660	716533	+		aminomethyl-transferring glycine dehydrogenase
HGI48_RS03405	HGI48_RS03405	1	NZ_CP051429	716613	717221	-		HD domain-containing protein
HGI48_RS03410	HGI48_RS03410	1	NZ_CP051429	717495	718145	+		hemolysin III family protein
HGI48_RS03415	HGI48_RS03415	1	NZ_CP051429	718219	719199	-		tRNA-modifying protein YgfZ
HGI48_RS03420	HGI48_RS03420	1	NZ_CP051429	719513	719779	+		FAD assembly factor SdhE
HGI48_RS03425	HGI48_RS03425	1	NZ_CP051429	719760	720191	+		protein YgfX
HGI48_RS03430	HGI48_RS03430	1	NZ_CP051429	720286	720804	-		flavodoxin FldB
HGI48_RS03435	HGI48_RS03435	1	NZ_CP051429	720933	722258	-		MHS family MFS transporter
HGI48_RS03440	HGI48_RS03440	1	NZ_CP051429	722531	723430	+		site-specific tyrosine recombinase XerD
HGI48_RS03445	HGI48_RS03445	1	NZ_CP051429	723520	724236	+		bifunctional protein-disulfide isomerase/oxidoreductase DsbC
HGI48_RS03450	HGI48_RS03450	1	NZ_CP051429	724294	726024	+		single-stranded-DNA-specific exonuclease RecJ
HGI48_RS03455	HGI48_RS03455	7	NZ_CP051429	726191	727289	+		peptide chain release factor 2
HGI48_RS03460	HGI48_RS03460	1	NZ_CP051429	727299	728816	+		lysine--tRNA ligase
HGI48_RS03465	HGI48_RS03465	1	NZ_CP051429	728964	729635	+		LysE family transporter
HGI48_RS03470	HGI48_RS03470	5	NZ_CP051429	729721	729794	+		tRNA-Gly
HGI48_RS03475	HGI48_RS03475	1	NZ_CP051429	730036	730413	+		winged helix-turn-helix transcriptional regulator
HGI48_RS03480	HGI48_RS03480	1	NZ_CP051429	730443	731906	-		Cu(+)/Ag(+) sensor histidine kinase
HGI48_RS03485	HGI48_RS03485	1	NZ_CP051429	731899	732579	-		heavy metal response regulator transcription factor
HGI48_RS03490	HGI48_RS03490	1	NZ_CP051429	732769	734154	+		Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC
HGI48_RS03495	HGI48_RS03495	1	NZ_CP051429	734183	734536	+		cation efflux system protein CusF
HGI48_RS03500	HGI48_RS03500	1	NZ_CP051429	734650	735930	+		efflux RND transporter periplasmic adaptor subunit
HGI48_RS03505	HGI48_RS03505	1	NZ_CP051429	735941	739087	+		Cu(+)/Ag(+) efflux RND transporter permease subunit SilA
HGI48_RS03510	HGI48_RS03510	1	NZ_CP051429	739378	741261	-		polysaccharide biosynthesis protein
HGI48_RS03515	HGI48_RS03515	1	NZ_CP051429	741415	742389	+		NAD-dependent epimerase/dehydratase family protein
HGI48_RS03520	HGI48_RS03520	1	NZ_CP051429	742399	742947	+		sugar transferase
HGI48_RS03525	HGI48_RS03525	1	NZ_CP051429	743020	744342	-		ABC transporter substrate-binding protein
HGI48_RS03530	HGI48_RS03530	1	NZ_CP051429	744335	745420	-		ABC transporter ATP-binding protein
HGI48_RS03535	HGI48_RS03535	1	NZ_CP051429	745420	746241	-		phosphodiesterase
HGI48_RS03540	HGI48_RS03540	1	NZ_CP051429	746252	747139	-		carbohydrate ABC transporter permease
HGI48_RS03545	HGI48_RS03545	1	NZ_CP051429	747129	748019	-		sugar ABC transporter permease
HGI48_RS03550	HGI48_RS03550	1	NZ_CP051429	748302	748730	+		TOBE domain-containing protein
HGI48_RS03555	HGI48_RS03555	1	NZ_CP051429	748986	749906	+		kdo(2)-lipid IV(A) palmitoleoyltransferase
HGI48_RS03560	HGI48_RS03560	1	NZ_CP051429	750728	752095	+		NCS2 family permease
HGI48_RS03565	HGI48_RS03565	1	NZ_CP051429	752306	753952	+		Na+/H+ antiporter
HGI48_RS03570	HGI48_RS03570	1	NZ_CP051429	754000	755658	-		cation/acetate symporter ActP
HGI48_RS03575	HGI48_RS03575	1	NZ_CP051429	755655	755966	-		DUF485 domain-containing protein
HGI48_RS03580	HGI48_RS03580	1	NZ_CP051429	756087	758048	-		acetate--CoA ligase
HGI48_RS03585	HGI48_RS03585	1	NZ_CP051429	758812	759204	+		hypothetical protein
HGI48_RS03590	HGI48_RS03590	1	NZ_CP051429	759853	760047	+		hypothetical protein
HGI48_RS03595	HGI48_RS03595	1	NZ_CP051429	760901	762055	+		enolase
HGI48_RS03600	HGI48_RS03600	1	NZ_CP051429	762136	763746	+		ABC transporter substrate-binding protein
HGI48_RS03605	HGI48_RS03605	1	NZ_CP051429	763835	764893	+		ABC transporter permease
HGI48_RS03610	HGI48_RS03610	1	NZ_CP051429	764890	765795	+		ABC transporter permease
HGI48_RS03615	HGI48_RS03615	1	NZ_CP051429	765788	766663	+		ABC transporter ATP-binding protein
HGI48_RS03620	HGI48_RS03620	1	NZ_CP051429	766706	767479	+		ABC transporter ATP-binding protein
HGI48_RS03625	HGI48_RS03625	1	NZ_CP051429	767820	768830	+		AI-2E family transporter
HGI48_RS03630	HGI48_RS03630	1	NZ_CP051429	768922	770448	-		MFS transporter
HGI48_RS03635	HGI48_RS03635	1	NZ_CP051429	770902	771111	+		helix-turn-helix transcriptional regulator
HGI48_RS03640	HGI48_RS03640	1	NZ_CP051429	771253	772749	-		fructuronate reductase
HGI48_RS03645	HGI48_RS03645	1	NZ_CP051429	772851	774455	-		DHA2 family efflux MFS transporter permease subunit
HGI48_RS03650	HGI48_RS03650	1	NZ_CP051429	774442	775593	-		HlyD family secretion protein
HGI48_RS03655	HGI48_RS03655	1	NZ_CP051429	775590	776045	-		MarR family transcriptional regulator
HGI48_RS03660	HGI48_RS03660	7	NZ_CP051429	776265	776967	-		GntR family transcriptional regulator
HGI48_RS03665	HGI48_RS03665	1	NZ_CP051429	777068	777802	+		GNAT family N-acetyltransferase
HGI48_RS03670	HGI48_RS03670	1	NZ_CP051429	777984	779081	-		L,D-transpeptidase family protein
HGI48_RS03675	HGI48_RS03675	1	NZ_CP051429	779387	782920	-		pyruvate:ferredoxin (flavodoxin) oxidoreductase
HGI48_RS03680	HGI48_RS03680	1	NZ_CP051429	783277	783699	+		hypothetical protein
HGI48_RS03685	HGI48_RS03685	1	NZ_CP051429	783844	784389	+		GNAT family N-acetyltransferase
HGI48_RS03690	HGI48_RS03690	1	NZ_CP051429	784498	785223	+		YnfC family lipoprotein
HGI48_RS03695	HGI48_RS03695	1	NZ_CP051429	785338	786906	-		glycoside hydrolase 43 family protein
HGI48_RS03700	HGI48_RS03700	1	NZ_CP051429	786930	788366	-		MFS transporter
HGI48_RS03705	HGI48_RS03705	1	NZ_CP051429	788762	789001	-		DinI family protein
HGI48_RS03710	HGI48_RS03710	1	NZ_CP051429	789148	789537	+		VOC family protein
HGI48_RS03715	HGI48_RS03715	1	NZ_CP051429	789552	789836	+		hypothetical protein
HGI48_RS03720	HGI48_RS03720	1	NZ_CP051429	789893	790993	-		D-alanine--D-alanine ligase
HGI48_RS03725	HGI48_RS03725	1	NZ_CP051429	791143	792000	-		SIS domain-containing protein
HGI48_RS03730	HGI48_RS03730	1	NZ_CP051429	792313	793824	+		CoA-acylating methylmalonate-semialdehyde dehydrogenase
HGI48_RS03735	HGI48_RS03735	1	NZ_CP051429	793869	795800	+		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)
HGI48_RS03740	HGI48_RS03740	1	NZ_CP051429	796329	797315	+		inositol 2-dehydrogenase
HGI48_RS03745	HGI48_RS03745	1	NZ_CP051429	797480	798418	+		substrate-binding domain-containing protein
HGI48_RS03750	HGI48_RS03750	1	NZ_CP051429	798475	800022	+		sugar ABC transporter ATP-binding protein
HGI48_RS03755	HGI48_RS03755	1	NZ_CP051429	800039	801073	+		ABC transporter permease
HGI48_RS03760	HGI48_RS03760	1	NZ_CP051429	801091	802239	+		Gfo/Idh/MocA family oxidoreductase
HGI48_RS03765	HGI48_RS03765	1	NZ_CP051429	802312	804297	+		5-dehydro-2-deoxygluconokinase
HGI48_RS03770	HGI48_RS03770	1	NZ_CP051429	804324	805214	+		myo-inosose-2 dehydratase
HGI48_RS03775	HGI48_RS03775	1	NZ_CP051429	805238	806065	+		5-deoxy-glucuronate isomerase
HGI48_RS03780	HGI48_RS03780	1	NZ_CP051429	806449	807552	-		lytic murein transglycosylase B
HGI48_RS03785	HGI48_RS03785	1	NZ_CP051429	807821	808753	+		nucleoside recognition family protein
HGI48_RS03790	HGI48_RS03790	1	NZ_CP051429	808869	809903	+		helix-turn-helix domain-containing protein
HGI48_RS03795	HGI48_RS03795	1	NZ_CP051429	810049	810918	-		4Fe-4S binding protein
HGI48_RS03800	HGI48_RS03800	1	NZ_CP051429	811045	811875	-		dimethyl sulfoxide reductase anchor subunit
HGI48_RS03805	HGI48_RS03805	1	NZ_CP051429	811887	812435	-		dimethylsulfoxide reductase subunit B
HGI48_RS03810	HGI48_RS03810	1	NZ_CP051429	812436	815018	-		molybdopterin-dependent oxidoreductase
HGI48_RS03815	HGI48_RS03815	1	NZ_CP051429	815055	815714	-		molecular chaperone TorD family protein
HGI48_RS03820	HGI48_RS03820	1	NZ_CP051429	815992	816786	+		helix-turn-helix domain-containing protein
HGI48_RS03825	HGI48_RS03825	7	NZ_CP051429	817150	817296	+		IS630 family transposase
HGI48_RS03830	HGI48_RS03830	1	NZ_CP051429	817552	818694	+		HlyD family efflux transporter periplasmic adaptor subunit
HGI48_RS03835	HGI48_RS03835	1	NZ_CP051429	818687	820240	+		MFS transporter
HGI48_RS03840	HGI48_RS03840	1	NZ_CP051429	820247	820579	+		DoxX family protein
HGI48_RS03845	HGI48_RS03845	1	NZ_CP051429	820751	821677	+		LysR family transcriptional regulator
HGI48_RS03850	HGI48_RS03850	1	NZ_CP051429	822264	822479	-		transposase domain-containing protein
HGI48_RS03855	HGI48_RS03855	1	NZ_CP051429	822467	822928	-		transposase
HGI48_RS03860	HGI48_RS03860	1	NZ_CP051429	823001	823336	-		IS66 family insertion sequence element accessory protein TnpB
HGI48_RS03865	HGI48_RS03865	1	NZ_CP051429	823330	823539	-		hypothetical protein
HGI48_RS03870	HGI48_RS03870	1	NZ_CP051429	823765	824136	+		DUF861 domain-containing protein
HGI48_RS03875	HGI48_RS03875	1	NZ_CP051429	824523	824765	-		DUF2274 domain-containing protein
HGI48_RS03880	HGI48_RS03880	1	NZ_CP051429	824762	826045	-		TrbI/VirB10 family protein
HGI48_RS03885	HGI48_RS03885	1	NZ_CP051429	826048	827040	-		P-type conjugative transfer protein TrbG
HGI48_RS03890	HGI48_RS03890	1	NZ_CP051429	827037	827741	-		conjugal transfer protein TrbF
HGI48_RS03895	HGI48_RS03895	1	NZ_CP051429	827772	829139	-		P-type conjugative transfer protein TrbL
HGI48_RS03900	HGI48_RS03900	1	NZ_CP051429	829136	829426	-		hypothetical protein
HGI48_RS03905	HGI48_RS03905	1	NZ_CP051429	829438	830178	-		P-type conjugative transfer protein TrbJ
HGI48_RS03910	HGI48_RS03910	1	NZ_CP051429	830175	832625	-		conjugal transfer protein TrbE
HGI48_RS03915	HGI48_RS03915	1	NZ_CP051429	832636	832920	-		VirB3 family type IV secretion system protein
HGI48_RS03920	HGI48_RS03920	1	NZ_CP051429	832917	833300	-		TrbC/VIRB2 family protein
HGI48_RS03925	HGI48_RS03925	1	NZ_CP051429	833297	834367	-		P-type conjugative transfer ATPase TrbB
HGI48_RS03930	HGI48_RS03930	1	NZ_CP051429	834364	834828	-		ribbon-helix-helix protein, CopG family
HGI48_RS03935	HGI48_RS03935	1	NZ_CP051429	834825	836822	-		conjugal transfer protein TraG
HGI48_RS03940	HGI48_RS03940	1	NZ_CP051429	837056	837331	-		EexN family lipoprotein
HGI48_RS03945	HGI48_RS03945	1	NZ_CP051429	837328	838272	-		LysR family transcriptional regulator
HGI48_RS03950	HGI48_RS03950	1	NZ_CP051429	838298	838834	-		DUF2867 domain-containing protein
HGI48_RS03955	HGI48_RS03955	1	NZ_CP051429	838892	839770	-		arginase family protein
HGI48_RS03960	HGI48_RS03960	1	NZ_CP051429	839785	840867	-		alkene reductase
HGI48_RS03965	HGI48_RS03965	1	NZ_CP051429	840926	842113	-		MFS transporter
HGI48_RS03970	HGI48_RS03970	1	NZ_CP051429	842119	843096	-		zinc-binding alcohol dehydrogenase family protein
HGI48_RS03975	HGI48_RS03975	1	NZ_CP051429	843409	844296	+		LysR family transcriptional regulator
HGI48_RS03980	HGI48_RS03980	1	NZ_CP051429	844464	844922	-		nuclear transport factor 2 family protein
HGI48_RS03985	HGI48_RS03985	1	NZ_CP051429	844965	845834	-		SDR family NAD(P)-dependent oxidoreductase
HGI48_RS03990	HGI48_RS03990	1	NZ_CP051429	845918	846826	-		pirin family protein
HGI48_RS03995	HGI48_RS03995	1	NZ_CP051429	846871	847728	-		pirin family protein
HGI48_RS04000	HGI48_RS04000	1	NZ_CP051429	847835	848245	-		DoxX family protein
HGI48_RS04005	HGI48_RS04005	1	NZ_CP051429	848274	848882	-		FMN-dependent NADH-azoreductase
HGI48_RS04010	HGI48_RS04010	1	NZ_CP051429	848978	849385	+		helix-turn-helix transcriptional regulator
HGI48_RS04015	HGI48_RS04015	1	NZ_CP051429	849577	851571	-		relaxase/mobilization nuclease and DUF3363 domain-containing protein
HGI48_RS04020	HGI48_RS04020	1	NZ_CP051429	852020	852607	-		S26 family signal peptidase
HGI48_RS04025	HGI48_RS04025	1	NZ_CP051429	852604	853149	-		DUF2840 domain-containing protein
HGI48_RS04030	HGI48_RS04030	1	NZ_CP051429	853146	853409	-		chromosome partitioning protein ParB
HGI48_RS04035	HGI48_RS04035	1	NZ_CP051429	853406	854044	-		AAA family ATPase
HGI48_RS04040	HGI48_RS04040	1	NZ_CP051429	854286	855131	-		replication initiator protein A
HGI48_RS04045	HGI48_RS04045	1	NZ_CP051429	855158	855433	-		helix-turn-helix domain-containing protein
HGI48_RS04050	HGI48_RS04050	1	NZ_CP051429	855545	856312	-		DUF2285 domain-containing protein
HGI48_RS04055	HGI48_RS04055	1	NZ_CP051429	856658	857074	-		DUF2958 domain-containing protein
HGI48_RS04060	HGI48_RS04060	1	NZ_CP051429	857294	857587	+		helix-turn-helix transcriptional regulator
HGI48_RS04065	HGI48_RS04065	1	NZ_CP051429	857898	858212	-		DUF736 domain-containing protein
HGI48_RS04070	HGI48_RS04070	1	NZ_CP051429	859053	861119	-		ParB N-terminal domain-containing protein
HGI48_RS04075	HGI48_RS04075	1	NZ_CP051429	861200	862030	-		DUF945 domain-containing protein
HGI48_RS04080	HGI48_RS04080	1	NZ_CP051429	862874	863065	+		type II toxin-antitoxin system RelB/DinJ family antitoxin
HGI48_RS04085	HGI48_RS04085	1	NZ_CP051429	863114	864034	+		hypothetical protein
HGI48_RS04090	HGI48_RS04090	1	NZ_CP051429	864031	864279	+		hypothetical protein
HGI48_RS04095	HGI48_RS04095	1	NZ_CP051429	864276	865997	+		DUF2326 domain-containing protein
HGI48_RS04100	HGI48_RS04100	1	NZ_CP051429	866077	867339	+		hypothetical protein
HGI48_RS04105	HGI48_RS04105	1	NZ_CP051429	867375	868394	+		hypothetical protein
HGI48_RS04110	HGI48_RS04110	1	NZ_CP051429	868485	870236	+		AAA family ATPase
HGI48_RS04115	HGI48_RS04115	1	NZ_CP051429	870233	872008	+		ATP-dependent helicase
HGI48_RS04120	HGI48_RS04120	1	NZ_CP051429	872109	873176	-		DUF1016 family protein
HGI48_RS04125	HGI48_RS04125	1	NZ_CP051429	873173	874375	-		tyrosine-type recombinase/integrase
HGI48_RS04130	HGI48_RS04130	7	NZ_CP051429	874756	875326	-		transposase
HGI48_RS04135	HGI48_RS04135	1	NZ_CP051429	875466	875657	-		carboxymuconolactone decarboxylase family protein
HGI48_RS04140	HGI48_RS04140	1	NZ_CP051429	875660	876811	-		IS3 family transposase
HGI48_RS04145	HGI48_RS04145	7	NZ_CP051429	876878	877060	-		carboxymuconolactone decarboxylase family protein
HGI48_RS04150	HGI48_RS04150	1	NZ_CP051429	877249	878361	-		alkene reductase
HGI48_RS04155	HGI48_RS04155	1	NZ_CP051429	878878	879441	+		TetR family transcriptional regulator
HGI48_RS04160	HGI48_RS04160	7	NZ_CP051429	879631	879894	+		transposase
HGI48_RS04165	HGI48_RS04165	1	NZ_CP051429	880406	880882	+		lipocalin-like domain-containing protein
