locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
DDA3937_RS03045	DDA3937_RS03045	1	NC_014500	672899	673234	+	NA	preprotein translocase subunit SecG	0.5208	12	FALSE
DDA3937_RS03050	DDA3937_RS03050	5	NC_014500	673295	673381	+	NA	tRNA-Leu	0.5862	5	FALSE
DDA3937_RS03055	DDA3937_RS03055	5	NC_014500	673441	673517	+	NA	tRNA-Met	0.6494	2	FALSE
DDA3937_RS03060	DDA3937_RS03060	1	NC_014500	673736	674188	+	NA	ribosome maturation factor RimP	0.5166	19	FALSE
DDA3937_RS03065	DDA3937_RS03065	1	NC_014500	674210	675700	+	NA	transcription termination/antitermination protein NusA	0.5439	40	FALSE
DDA3937_RS03070	DDA3937_RS03070	1	NC_014500	675726	678443	+	NA	translation initiation factor IF-2	0.5622	74	FALSE
DDA3937_RS03075	DDA3937_RS03075	1	NC_014500	678518	678919	+	NA	30S ribosome-binding factor RbfA	0.5423	8	FALSE
DDA3937_RS03080	DDA3937_RS03080	1	NC_014500	678919	679875	+	NA	tRNA pseudouridine(55) synthase TruB	0.5883	32	TRUE
DDA3937_RS03085	DDA3937_RS03085	1	NC_014500	679983	680252	+	NA	30S ribosomal protein S15	0.5407	9	FALSE
DDA3937_RS03090	DDA3937_RS03090	1	NC_014500	680504	682624	+	NA	polyribonucleotide nucleotidyltransferase	0.562	71	TRUE
DDA3937_RS03095	DDA3937_RS03095	1	NC_014500	682752	683636	+	NA	lipoprotein NlpI	0.5062	39	TRUE
DDA3937_RS23000	DDA3937_RS23000	1	NC_014500	683745	683804	+	NA	protein YrbN	0.3667	3	FALSE
DDA3937_RS03100	DDA3937_RS03100	1	NC_014500	683817	685712	+	NA	DEAD/DEAH family ATP-dependent RNA helicase	0.5965	45	TRUE
DDA3937_RS03105	DDA3937_RS03105	1	NC_014500	685778	686797	-	NA	LLM class flavin-dependent oxidoreductase	0.6059	26	TRUE
DDA3937_RS03110	DDA3937_RS03110	1	NC_014500	686915	687793	-	NA	U32 family peptidase	0.5836	23	TRUE
DDA3937_RS03115	DDA3937_RS03115	1	NC_014500	687812	688810	-	NA	U32 family peptidase	0.6286	28	TRUE
DDA3937_RS03120	DDA3937_RS03120	1	NC_014500	689131	689655	+	NA	SCP2 domain-containing protein	0.5829	14	TRUE
DDA3937_RS03125	DDA3937_RS03125	1	NC_014500	689649	690152	+	NA	N-acetyltransferase	0.6052	16	TRUE
DDA3937_RS03130	DDA3937_RS03130	1	NC_014500	690139	690513	-	NA	GIY-YIG nuclease family protein	0.5333	15	TRUE
DDA3937_RS03135	DDA3937_RS03135	1	NC_014500	690928	691707	+	NA	deoxyribose-phosphate aldolase	0.6077	27	TRUE
DDA3937_RS03140	DDA3937_RS03140	1	NC_014500	691770	693101	+	NA	thymidine phosphorylase	0.6209	28	TRUE
DDA3937_RS03145	DDA3937_RS03145	1	NC_014500	693265	694488	+	NA	phosphopentomutase	0.6168	29	FALSE
DDA3937_RS03150	DDA3937_RS03150	1	NC_014500	694560	695285	+	NA	purine-nucleoside phosphorylase	0.5909	19	TRUE
DDA3937_RS03160	DDA3937_RS03160	1	NC_014500	695914	696468	-	NA	VOC family protein	0.5604	12	TRUE
DDA3937_RS03165	DDA3937_RS03165	1	NC_014500	696596	697513	+	NA	LysR family transcriptional regulator	0.6078	24	TRUE
DDA3937_RS03170	DDA3937_RS03170	1	NC_014500	697641	698036	+	NA	nuclear transport factor 2 family protein	0.548	17	TRUE
DDA3937_RS03175	DDA3937_RS03175	1	NC_014500	698097	698489	+	NA	antibiotic biosynthesis monooxygenase	0.514	15	TRUE
DDA3937_RS03180	DDA3937_RS03180	1	NC_014500	698591	699034	-	NA	ribosomal protein S18-alanine N-acetyltransferase	0.6036	11	TRUE
DDA3937_RS03185	DDA3937_RS03185	1	NC_014500	699003	699422	-	NA	DNA polymerase III subunit psi	0.6476	3	FALSE
DDA3937_RS03190	DDA3937_RS03190	1	NC_014500	699569	700597	+	NA	16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC	0.6122	27	TRUE
DDA3937_RS03195	DDA3937_RS03195	1	NC_014500	700635	701630	-	NA	aldo/keto reductase	0.6225	26	TRUE
DDA3937_RS03200	DDA3937_RS03200	1	NC_014500	701744	702646	+	NA	LysR family transcriptional regulator	0.6213	22	TRUE
DDA3937_RS03205	DDA3937_RS03205	5	NC_014500	702763	702848	+	NA	tRNA-Leu	0.5698	3	FALSE
DDA3937_RS03210	DDA3937_RS03210	5	NC_014500	702881	702966	+	NA	tRNA-Leu	0.5698	3	FALSE
DDA3937_RS03215	DDA3937_RS03215	5	NC_014500	703022	703107	+	NA	tRNA-Leu	0.5698	3	FALSE
DDA3937_RS03220	DDA3937_RS03220	1	NC_014500	703218	703502	-	NA	DUF1435 domain-containing protein	0.607	11	TRUE
DDA3937_RS03225	DDA3937_RS03225	1	NC_014500	703631	704524	-	NA	LysR family transcriptional regulator	0.5817	25	TRUE
DDA3937_RS03230	DDA3937_RS03230	1	NC_014500	704636	705424	+	NA	acetolactate decarboxylase	0.4994	33	TRUE
DDA3937_RS03235	DDA3937_RS03235	1	NC_014500	705480	707159	+	NA	acetolactate synthase AlsS	0.5845	45	TRUE
DDA3937_RS03240	DDA3937_RS03240	1	NC_014500	707486	708637	-	NA	lactaldehyde reductase	0.5981	31	TRUE
DDA3937_RS03245	DDA3937_RS03245	1	NC_014500	709309	710409	+	NA	glycine cleavage system aminomethyltransferase GcvT	0.5958	25	TRUE
DDA3937_RS03250	DDA3937_RS03250	1	NC_014500	710441	710848	+	NA	glycine cleavage system protein GcvH	0.5858	10	TRUE
DDA3937_RS03255	DDA3937_RS03255	1	NC_014500	710961	713834	+	NA	aminomethyl-transferring glycine dehydrogenase	0.6315	73	TRUE
DDA3937_RS03260	DDA3937_RS03260	1	NC_014500	714020	714673	+	NA	LysE family translocator	0.5642	17	TRUE
DDA3937_RS03265	DDA3937_RS03265	1	NC_014500	714743	715351	-	NA	HD domain-containing protein	0.5747	14	TRUE
DDA3937_RS03270	DDA3937_RS03270	1	NC_014500	715560	716210	+	NA	hemolysin III family protein	0.5376	31	TRUE
DDA3937_RS03275	DDA3937_RS03275	1	NC_014500	716283	717263	-	NA	tRNA-modifying protein YgfZ	0.6137	29	FALSE
DDA3937_RS03280	DDA3937_RS03280	1	NC_014500	717574	717840	+	NA	FAD assembly factor SdhE	0.5281	7	TRUE
DDA3937_RS03285	DDA3937_RS03285	1	NC_014500	717821	718252	+	NA	protein YgfX	0.6088	5	TRUE
DDA3937_RS03290	DDA3937_RS03290	1	NC_014500	718349	718867	-	NA	flavodoxin FldB	0.5568	16	TRUE
DDA3937_RS03295	DDA3937_RS03295	1	NC_014500	718996	720321	-	NA	MHS family MFS transporter	0.6086	37	TRUE
DDA3937_RS03300	DDA3937_RS03300	1	NC_014500	720584	721483	+	NA	site-specific tyrosine recombinase XerD	0.6033	22	TRUE
DDA3937_RS03305	DDA3937_RS03305	1	NC_014500	721572	722288	+	NA	bifunctional protein-disulfide isomerase/oxidoreductase DsbC	0.5718	24	TRUE
DDA3937_RS03310	DDA3937_RS03310	1	NC_014500	722329	724059	+	NA	single-stranded-DNA-specific exonuclease RecJ	0.6511	28	TRUE
DDA3937_RS03315	DDA3937_RS03315	7	NC_014500	724228	725326	+	NA	peptide chain release factor 2	0.5523	32	FALSE
DDA3937_RS03320	DDA3937_RS03320	1	NC_014500	725336	726853	+	NA	lysine--tRNA ligase	0.5876	32	FALSE
DDA3937_RS03325	DDA3937_RS03325	1	NC_014500	726937	727998	-	NA	hypothetical protein	0.5697	35	TRUE
DDA3937_RS03330	DDA3937_RS03330	1	NC_014500	728009	729604	-	NA	GMC family oxidoreductase	0.5802	49	TRUE
DDA3937_RS03335	DDA3937_RS03335	1	NC_014500	729615	730079	-	NA	hypothetical protein	0.5656	23	TRUE
DDA3937_RS03340	DDA3937_RS03340	1	NC_014500	730230	731657	-	NA	phosphoesterase	0.584	50	TRUE
DDA3937_RS03345	DDA3937_RS03345	1	NC_014500	732057	732812	+	NA	helix-turn-helix transcriptional regulator	0.5899	18	TRUE
DDA3937_RS03350	DDA3937_RS03350	1	NC_014500	732938	733609	+	NA	LysE family transporter	0.6131	20	TRUE
DDA3937_RS03355	DDA3937_RS03355	5	NC_014500	733695	733768	+	NA	tRNA-Gly	0.5676	4	TRUE
DDA3937_RS03365	DDA3937_RS03365	7	NC_014500	733923	735022	+	NA	IS3 family transposase	0.5291	38	TRUE
DDA3937_RS03370	DDA3937_RS03370	1	NC_014500	735117	736229	-	NA	RelA/SpoT domain-containing protein	0.4016	75	TRUE
DDA3937_RS03375	DDA3937_RS03375	1	NC_014500	736617	737744	+	NA	efflux RND transporter periplasmic adaptor subunit	0.6037	40	TRUE
DDA3937_RS03380	DDA3937_RS03380	1	NC_014500	737744	740824	+	NA	efflux RND transporter permease subunit	0.6034	72	TRUE
DDA3937_RS03385	DDA3937_RS03385	1	NC_014500	740821	741522	+	NA	heavy metal response regulator transcription factor	0.5613	17	TRUE
DDA3937_RS03390	DDA3937_RS03390	1	NC_014500	741506	742930	+	NA	heavy metal sensor histidine kinase	0.5684	37	TRUE
DDA3937_RS03395	DDA3937_RS03395	1	NC_014500	743005	743583	+	NA	methyltransferase	0.4836	32	TRUE
DDA3937_RS03400	DDA3937_RS03400	1	NC_014500	743628	743852	+	NA	hypothetical protein	0.4133	19	TRUE
DDA3937_RS03405	DDA3937_RS03405	1	NC_014500	744513	744890	+	NA	helix-turn-helix transcriptional regulator	0.545	16	TRUE
DDA3937_RS03410	DDA3937_RS03410	1	NC_014500	744999	746894	-	NA	polysaccharide biosynthesis protein	0.5216	82	TRUE
DDA3937_RS03415	DDA3937_RS03415	1	NC_014500	747049	748023	+	NA	NAD-dependent epimerase/dehydratase family protein	0.64	20	TRUE
DDA3937_RS03420	DDA3937_RS03420	1	NC_014500	748033	748581	+	NA	sugar transferase	0.5464	22	TRUE
DDA3937_RS03425	DDA3937_RS03425	1	NC_014500	748650	749972	-	NA	ABC transporter substrate-binding protein	0.576	30	TRUE
DDA3937_RS03430	DDA3937_RS03430	1	NC_014500	749965	751044	-	NA	ABC transporter ATP-binding protein	0.6139	15	TRUE
DDA3937_RS03435	DDA3937_RS03435	1	NC_014500	751050	751871	-	NA	phosphodiesterase	0.5973	26	TRUE
DDA3937_RS03440	DDA3937_RS03440	1	NC_014500	751882	752769	-	NA	carbohydrate ABC transporter permease	0.5912	19	TRUE
DDA3937_RS03445	DDA3937_RS03445	1	NC_014500	752759	753631	-	NA	sugar ABC transporter permease	0.5808	27	TRUE
DDA3937_RS03450	DDA3937_RS03450	1	NC_014500	753846	754274	+	NA	TOBE domain-containing protein	0.6131	9	TRUE
DDA3937_RS03455	DDA3937_RS03455	1	NC_014500	754532	755452	+	NA	kdo(2)-lipid IV(A) palmitoleoyltransferase	0.5972	23	TRUE
DDA3937_RS03460	DDA3937_RS03460	1	NC_014500	756258	757625	+	NA	NCS2 family permease	0.6096	34	TRUE
DDA3937_RS03465	DDA3937_RS03465	1	NC_014500	757847	759493	+	NA	Na+/H+ antiporter	0.5823	43	TRUE
DDA3937_RS03470	DDA3937_RS03470	1	NC_014500	759540	761198	-	NA	cation/acetate symporter ActP	0.5811	53	TRUE
DDA3937_RS03475	DDA3937_RS03475	1	NC_014500	761195	761506	-	NA	DUF485 domain-containing protein	0.5321	13	TRUE
DDA3937_RS03480	DDA3937_RS03480	1	NC_014500	761628	763589	-	NA	acetate--CoA ligase	0.5861	64	TRUE
DDA3937_RS03485	DDA3937_RS03485	1	NC_014500	764360	764752	+	NA	hypothetical protein	0.5013	12	TRUE
DDA3937_RS03490	DDA3937_RS03490	1	NC_014500	765345	767732	+	NA	TonB-dependent siderophore receptor	0.5913	95	TRUE
DDA3937_RS03495	DDA3937_RS03495	1	NC_014500	768664	769818	+	NA	mandelate racemase family protein	0.6026	29	TRUE
DDA3937_RS03500	DDA3937_RS03500	1	NC_014500	769945	771555	+	NA	ABC transporter substrate-binding protein	0.5729	45	TRUE
DDA3937_RS03505	DDA3937_RS03505	1	NC_014500	771642	772700	+	NA	ABC transporter permease	0.5958	30	TRUE
DDA3937_RS03510	DDA3937_RS03510	1	NC_014500	772697	773602	+	NA	ABC transporter permease	0.6225	18	TRUE
DDA3937_RS03515	DDA3937_RS03515	1	NC_014500	773604	774467	+	NA	ATP-binding cassette domain-containing protein	0.6262	20	TRUE
DDA3937_RS03520	DDA3937_RS03520	1	NC_014500	774510	775283	+	NA	ABC transporter ATP-binding protein	0.5879	21	TRUE
DDA3937_RS03525	DDA3937_RS03525	1	NC_014500	775495	775968	+	NA	sigma-70 family RNA polymerase sigma factor	0.6181	6	TRUE
DDA3937_RS03530	DDA3937_RS03530	1	NC_014500	775973	776926	+	NA	DUF4880 domain-containing protein	0.6342	23	TRUE
DDA3937_RS03535	DDA3937_RS03535	1	NC_014500	777154	778164	+	NA	AI-2E family transporter	0.5401	23	TRUE
DDA3937_RS03540	DDA3937_RS03540	1	NC_014500	778585	780111	-	NA	MFS transporter	0.5645	57	TRUE
DDA3937_RS03545	DDA3937_RS03545	1	NC_014500	780565	780774	+	NA	helix-turn-helix transcriptional regulator	0.5143	4	TRUE
DDA3937_RS03550	DDA3937_RS03550	1	NC_014500	780953	782449	-	NA	fructuronate reductase	0.6346	28	TRUE
DDA3937_RS03555	DDA3937_RS03555	1	NC_014500	782551	784155	-	NA	DHA2 family efflux MFS transporter permease subunit	0.6486	31	TRUE
DDA3937_RS03560	DDA3937_RS03560	1	NC_014500	784142	785278	-	NA	HlyD family secretion protein	0.6051	21	TRUE
DDA3937_RS03565	DDA3937_RS03565	1	NC_014500	785275	785730	-	NA	MarR family transcriptional regulator	0.568	15	TRUE
DDA3937_RS03570	DDA3937_RS03570	1	NC_014500	786048	787145	-	NA	L,D-transpeptidase family protein	0.6038	31	TRUE
DDA3937_RS03575	DDA3937_RS03575	1	NC_014500	787665	791198	-	NA	pyruvate:ferredoxin (flavodoxin) oxidoreductase	0.6271	74	TRUE
DDA3937_RS03580	DDA3937_RS03580	1	NC_014500	791741	792163	+	NA	hypothetical protein	0.5201	20	TRUE
DDA3937_RS03585	DDA3937_RS03585	1	NC_014500	792313	792858	+	NA	GNAT family N-acetyltransferase	0.5604	20	TRUE
DDA3937_RS03590	DDA3937_RS03590	1	NC_014500	792883	793506	-	NA	LysE family transporter	0.6138	23	TRUE
DDA3937_RS03595	DDA3937_RS03595	1	NC_014500	793603	794328	+	NA	YnfC family lipoprotein	0.5882	22	TRUE
DDA3937_RS03600	DDA3937_RS03600	1	NC_014500	794458	796026	-	NA	glycosyl hydrolase 43 family protein	0.6405	35	TRUE
DDA3937_RS03605	DDA3937_RS03605	1	NC_014500	796049	797506	-	NA	MFS transporter	0.5878	49	TRUE
DDA3937_RS03610	DDA3937_RS03610	1	NC_014500	798024	798263	-	NA	DinI family protein	0.475	11	FALSE
DDA3937_RS03615	DDA3937_RS03615	1	NC_014500	798578	798973	+	NA	VOC family protein	0.5808	15	TRUE
DDA3937_RS03620	DDA3937_RS03620	1	NC_014500	798988	799272	+	NA	hypothetical protein	0.5333	10	TRUE
DDA3937_RS03625	DDA3937_RS03625	1	NC_014500	799329	800429	-	NA	D-alanine--D-alanine ligase	0.5976	24	FALSE
DDA3937_RS03630	DDA3937_RS03630	1	NC_014500	800617	801441	+	NA	helix-turn-helix transcriptional regulator	0.6182	20	TRUE
DDA3937_RS03635	DDA3937_RS03635	1	NC_014500	801709	803079	+	NA	aspartate aminotransferase family protein	0.6185	33	TRUE
DDA3937_RS03640	DDA3937_RS03640	1	NC_014500	803090	804244	+	NA	iron-containing alcohol dehydrogenase	0.6649	13	TRUE
DDA3937_RS03645	DDA3937_RS03645	1	NC_014500	804327	805748	+	NA	APC family permease	0.6188	30	TRUE
DDA3937_RS03650	DDA3937_RS03650	1	NC_014500	805792	806967	-	NA	MFS transporter	0.6548	22	TRUE
DDA3937_RS03655	DDA3937_RS03655	1	NC_014500	807074	807961	+	NA	LysR family transcriptional regulator	0.6273	17	TRUE
DDA3937_RS03660	DDA3937_RS03660	1	NC_014500	808039	808845	-	NA	2,5-didehydrogluconate reductase DkgB	0.6344	16	TRUE
DDA3937_RS03665	DDA3937_RS03665	1	NC_014500	809058	809915	-	NA	MurR/RpiR family transcriptional regulator	0.6166	16	TRUE
DDA3937_RS03670	DDA3937_RS03670	1	NC_014500	810228	811739	+	NA	CoA-acylating methylmalonate-semialdehyde dehydrogenase	0.6481	25	TRUE
DDA3937_RS03675	DDA3937_RS03675	1	NC_014500	811767	813698	+	NA	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	0.6522	35	TRUE
DDA3937_RS03680	DDA3937_RS03680	1	NC_014500	813886	814347	-	NA	DNA gyrase inhibitor SbmC	0.5628	19	TRUE
DDA3937_RS03685	DDA3937_RS03685	1	NC_014500	814606	815904	-	NA	PAS domain-containing methyl-accepting chemotaxis protein	0.5173	56	TRUE
DDA3937_RS23020	DDA3937_RS23020	1	NC_014500	816227	816424	-	NA	hypothetical protein	0.5101	8	TRUE
DDA3937_RS03690	DDA3937_RS03690	1	NC_014500	816783	817532	-	NA	AAA family ATPase	0.4613	41	TRUE
DDA3937_RS03695	DDA3937_RS03695	1	NC_014500	817691	818161	-	NA	hypothetical protein	0.4246	24	TRUE
DDA3937_RS03700	DDA3937_RS03700	1	NC_014500	818314	819300	+	NA	inositol 2-dehydrogenase	0.6413	23	TRUE
DDA3937_RS03705	DDA3937_RS03705	1	NC_014500	819439	820377	+	NA	substrate-binding domain-containing protein	0.6155	16	TRUE
DDA3937_RS03710	DDA3937_RS03710	1	NC_014500	820434	821981	+	NA	sugar ABC transporter ATP-binding protein	0.6337	18	TRUE
DDA3937_RS03715	DDA3937_RS03715	1	NC_014500	821998	823032	+	NA	ABC transporter permease	0.629	28	TRUE
DDA3937_RS03720	DDA3937_RS03720	1	NC_014500	823050	824183	+	NA	Gfo/Idh/MocA family oxidoreductase	0.6376	24	TRUE
DDA3937_RS03725	DDA3937_RS03725	1	NC_014500	824238	826223	+	NA	5-dehydro-2-deoxygluconokinase	0.644	40	TRUE
DDA3937_RS03730	DDA3937_RS03730	1	NC_014500	826250	827140	+	NA	myo-inosose-2 dehydratase	0.6162	20	TRUE
DDA3937_RS03735	DDA3937_RS03735	1	NC_014500	827165	827992	+	NA	5-deoxy-glucuronate isomerase	0.6413	25	TRUE
DDA3937_RS03740	DDA3937_RS03740	1	NC_014500	828352	829341	+	NA	IS110 family transposase	0.5263	45	FALSE
DDA3937_RS03745	DDA3937_RS03745	1	NC_014500	829602	830705	-	NA	lytic murein transglycosylase B	0.6223	32	TRUE
DDA3937_RS03750	DDA3937_RS03750	1	NC_014500	830808	831731	-	NA	LysR family transcriptional regulator	0.6093	24	TRUE
DDA3937_RS03755	DDA3937_RS03755	1	NC_014500	831912	833126	+	NA	MFS transporter	0.6033	31	TRUE
DDA3937_RS03760	DDA3937_RS03760	1	NC_014500	833154	834266	+	NA	o-succinylbenzoate synthase	0.5696	39	TRUE
DDA3937_RS03765	DDA3937_RS03765	1	NC_014500	834513	835445	+	NA	nucleoside recognition family protein	0.5863	28	TRUE
DDA3937_RS21865	DDA3937_RS21865	1	NC_014500	835498	835770	-	NA	zinc-ribbon domain-containing protein	0.5751	6	FALSE
DDA3937_RS03775	DDA3937_RS03775	1	NC_014500	836339	837121	-	NA	transporter substrate-binding domain-containing protein	0.4266	50	TRUE
DDA3937_RS03780	DDA3937_RS03780	1	NC_014500	837616	838251	-	NA	NAD(P)H-binding protein	0.522	25	TRUE
DDA3937_RS03785	DDA3937_RS03785	1	NC_014500	838308	838715	-	NA	DoxX family protein	0.5147	21	TRUE
DDA3937_RS03790	DDA3937_RS03790	1	NC_014500	838796	839182	+	NA	helix-turn-helix transcriptional regulator	0.5556	16	TRUE
DDA3937_RS03795	DDA3937_RS03795	1	NC_014500	839389	840210	-	NA	SDR family NAD(P)-dependent oxidoreductase	0.5888	30	TRUE
DDA3937_RS03800	DDA3937_RS03800	1	NC_014500	840311	841597	-	NA	beta-ketoacyl-ACP synthase II	0.6309	30	TRUE
DDA3937_RS03805	DDA3937_RS03805	1	NC_014500	841643	842449	-	NA	oxidoreductase	0.5824	28	TRUE
DDA3937_RS03810	DDA3937_RS03810	1	NC_014500	842493	845558	-	NA	efflux RND transporter permease subunit	0.6047	53	TRUE
DDA3937_RS03815	DDA3937_RS03815	1	NC_014500	845555	846670	-	NA	efflux RND transporter periplasmic adaptor subunit	0.6407	22	TRUE
DDA3937_RS03820	DDA3937_RS03820	1	NC_014500	846764	847381	-	NA	TetR/AcrR family transcriptional regulator	0.5129	21	FALSE
DDA3937_RS03825	DDA3937_RS03825	1	NC_014500	847507	848985	+	NA	efflux transporter outer membrane subunit	0.622	39	TRUE
DDA3937_RS03830	DDA3937_RS03830	1	NC_014500	849018	850427	+	NA	MATE family efflux transporter	0.578	57	TRUE
DDA3937_RS03840	DDA3937_RS03840	7	NC_014500	850960	852069	+	NA	IS3 family transposase	0.5306	43	TRUE
DDA3937_RS03845	DDA3937_RS03845	1	NC_014500	852351	853034	+	NA	hypothetical protein	0.4459	40	TRUE
DDA3937_RS03850	DDA3937_RS03850	1	NC_014500	853255	858222	+	NA	NACHT domain-containing protein	0.377	382	TRUE
DDA3937_RS03855	DDA3937_RS03855	1	NC_014500	858294	859532	-	NA	integrase	0.4746	59	TRUE
DDA3937_RS03860	DDA3937_RS03860	1	NC_014500	859910	861085	-	NA	site-specific integrase	0.523	47	TRUE
DDA3937_RS03870	DDA3937_RS03870	1	NC_014500	861642	862151	+	NA	DNA repair protein RadC	0.5902	12	TRUE
DDA3937_RS03875	DDA3937_RS03875	1	NC_014500	862746	863057	+	NA	DUF736 domain-containing protein	0.5801	10	TRUE
DDA3937_RS03880	DDA3937_RS03880	1	NC_014500	863257	863496	+	NA	type II toxin-antitoxin system CcdA family antitoxin	0.5667	6	FALSE
DDA3937_RS03885	DDA3937_RS03885	1	NC_014500	863499	863807	+	NA	CcdB family protein	0.5243	15	TRUE
DDA3937_RS03890	DDA3937_RS03890	1	NC_014500	863993	864589	+	NA	hypothetical protein	0.3568	47	TRUE
DDA3937_RS21875	DDA3937_RS21875	1	NC_014500	864924	865721	+	NA	DUF2285 domain-containing protein	0.6566	21	TRUE
DDA3937_RS03895	DDA3937_RS03895	1	NC_014500	865805	866101	+	NA	helix-turn-helix domain-containing protein	0.5993	10	TRUE
DDA3937_RS03900	DDA3937_RS03900	1	NC_014500	866128	866940	+	NA	replication initiator protein A	0.6384	19	TRUE
DDA3937_RS03905	DDA3937_RS03905	1	NC_014500	867230	867796	+	NA	S26 family signal peptidase	0.6402	20	TRUE
DDA3937_RS03910	DDA3937_RS03910	1	NC_014500	867997	869937	+	NA	relaxase/mobilization nuclease and DUF3363 domain-containing protein	0.6182	59	TRUE
DDA3937_RS21880	DDA3937_RS21880	7	NC_014500	870043	870257	+	NA	integrase	0.4419	13	TRUE
DDA3937_RS03920	DDA3937_RS03920	1	NC_014500	870481	872130	+	NA	DNA phosphorothioation-dependent restriction protein DptF	0.4248	100	TRUE
DDA3937_RS03925	DDA3937_RS03925	1	NC_014500	872135	873460	+	NA	DNA phosphorothioation-dependent restriction protein DptG	0.4517	70	TRUE
DDA3937_RS03930	DDA3937_RS03930	7	NC_014500	873441	878521	+	NA	DNA phosphorothioation-dependent restriction protein DptH	0.4901	243	TRUE
DDA3937_RS03935	DDA3937_RS03935	1	NC_014500	878544	879647	+	NA	hypothetical protein	0.3433	99	TRUE
DDA3937_RS21885	DDA3937_RS21885	1	NC_014500	879640	880596	+	NA	hypothetical protein	0.3292	91	TRUE
DDA3937_RS03945	DDA3937_RS03945	1	NC_014500	880697	881050	-	NA	DNA sulfur modification protein DndE	0.4435	29	TRUE
DDA3937_RS03950	DDA3937_RS03950	1	NC_014500	881050	883059	-	NA	DNA sulfur modification protein DndD	0.4587	102	TRUE
DDA3937_RS03955	DDA3937_RS03955	1	NC_014500	883049	884683	-	NA	DNA phosphorothioation system sulfurtransferase DndC	0.5015	84	TRUE
DDA3937_RS03960	DDA3937_RS03960	1	NC_014500	884680	885765	-	NA	DNA sulfur modification protein DndB	0.4687	52	TRUE
DDA3937_RS21890	DDA3937_RS21890	7	NC_014500	886515	886736	+	NA	DUF3363 domain-containing protein	0.6261	9	TRUE
DDA3937_RS03965	DDA3937_RS03965	1	NC_014500	886774	887124	-	NA	helix-turn-helix transcriptional regulator	0.5071	15	TRUE
DDA3937_RS03970	DDA3937_RS03970	1	NC_014500	887755	888093	-	NA	helix-turn-helix transcriptional regulator	0.4749	15	TRUE
DDA3937_RS03975	DDA3937_RS03975	1	NC_014500	888233	888538	+	NA	helix-turn-helix domain-containing protein	0.6144	9	FALSE
DDA3937_RS03980	DDA3937_RS03980	1	NC_014500	888714	889628	+	NA	LysR family transcriptional regulator	0.5989	24	TRUE
DDA3937_RS21900	DDA3937_RS21900	1	NC_014500	889653	889913	+	NA	hypothetical protein	0.5441	10	TRUE
DDA3937_RS03985	DDA3937_RS03985	1	NC_014500	890131	892086	+	NA	conjugal transfer protein TraG	0.636	39	TRUE
DDA3937_RS03990	DDA3937_RS03990	1	NC_014500	892083	892523	+	NA	CopG family transcriptional regulator	0.6508	5	TRUE
DDA3937_RS03995	DDA3937_RS03995	1	NC_014500	892577	893530	+	NA	P-type conjugative transfer ATPase TrbB	0.6635	20	TRUE
DDA3937_RS04000	DDA3937_RS04000	1	NC_014500	893530	893874	+	NA	TrbC/VirB2 family protein	0.5942	8	TRUE
DDA3937_RS04005	DDA3937_RS04005	1	NC_014500	893871	894143	+	NA	VirB3 family type IV secretion system protein	0.6703	7	TRUE
DDA3937_RS04010	DDA3937_RS04010	1	NC_014500	894154	896604	+	NA	conjugal transfer protein TrbE	0.6442	46	TRUE
DDA3937_RS04015	DDA3937_RS04015	1	NC_014500	896604	897335	+	NA	P-type conjugative transfer protein TrbJ	0.6148	15	TRUE
DDA3937_RS04020	DDA3937_RS04020	1	NC_014500	897335	898498	+	NA	P-type conjugative transfer protein TrbL	0.6383	27	TRUE
DDA3937_RS04025	DDA3937_RS04025	1	NC_014500	898501	899205	+	NA	conjugal transfer protein TrbF	0.6227	19	TRUE
DDA3937_RS04030	DDA3937_RS04030	1	NC_014500	899202	900098	+	NA	P-type conjugative transfer protein TrbG	0.6377	28	TRUE
DDA3937_RS04035	DDA3937_RS04035	1	NC_014500	900101	901339	+	NA	TrbI/VirB10 family protein	0.6287	36	TRUE
DDA3937_RS04040	DDA3937_RS04040	1	NC_014500	901385	901696	-	NA	type II toxin-antitoxin system RelE/ParE family toxin	0.5801	14	TRUE
DDA3937_RS04045	DDA3937_RS04045	1	NC_014500	901693	901977	-	NA	DNA-damage-inducible protein J	0.5614	7	FALSE
DDA3937_RS04050	DDA3937_RS04050	1	NC_014500	902452	903081	+	NA	AAA family ATPase	0.4095	41	TRUE
DDA3937_RS04055	DDA3937_RS04055	1	NC_014500	903078	903527	+	NA	hypothetical protein	0.3311	34	FALSE
DDA3937_RS21905	DDA3937_RS21905	1	NC_014500	903527	904039	+	NA	restriction endonuclease	0.4016	44	TRUE
DDA3937_RS04065	DDA3937_RS04065	1	NC_014500	904677	905078	-	NA	H-NS histone family protein	0.4776	19	FALSE
DDA3937_RS04070	DDA3937_RS04070	1	NC_014500	905379	905597	-	NA	helix-turn-helix transcriptional regulator	0.4795	9	TRUE
DDA3937_RS21910	DDA3937_RS21910	1	NC_014500	905690	905920	-	NA	helix-turn-helix transcriptional regulator	0.5152	8	TRUE
DDA3937_RS04080	DDA3937_RS04080	1	NC_014500	906023	906268	+	NA	helix-turn-helix domain-containing protein	0.561	7	TRUE
