locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
DZA65_RS03745	DZA65_RS03745	1	NZ_CP031560	791030	792040	+		AI-2E family transporter
DZA65_RS03750	DZA65_RS03750	1	NZ_CP031560	792136	793662	-		MFS transporter
DZA65_RS03755	DZA65_RS03755	1	NZ_CP031560	794116	794325	+		helix-turn-helix transcriptional regulator
DZA65_RS03760	DZA65_RS03760	1	NZ_CP031560	794467	795981	-		fructuronate reductase
DZA65_RS03765	DZA65_RS03765	1	NZ_CP031560	796083	797687	-		DHA2 family efflux MFS transporter permease subunit
DZA65_RS03770	DZA65_RS03770	1	NZ_CP031560	797674	798831	-		HlyD family secretion protein
DZA65_RS03775	DZA65_RS03775	1	NZ_CP031560	798828	799283	-		MarR family transcriptional regulator
DZA65_RS03780	DZA65_RS03780	1	NZ_CP031560	799482	800966	-		PLP-dependent aminotransferase family protein
DZA65_RS03785	DZA65_RS03785	1	NZ_CP031560	801067	801801	+		GNAT family N-acetyltransferase
DZA65_RS03790	DZA65_RS03790	1	NZ_CP031560	801981	803078	-		L,D-transpeptidase family protein
DZA65_RS03795	DZA65_RS03795	1	NZ_CP031560	803329	806862	-		pyruvate:ferredoxin (flavodoxin) oxidoreductase
DZA65_RS03800	DZA65_RS03800	1	NZ_CP031560	807424	807846	+		hypothetical protein
DZA65_RS03805	DZA65_RS03805	1	NZ_CP031560	807989	808534	+		GNAT family N-acetyltransferase
DZA65_RS03810	DZA65_RS03810	1	NZ_CP031560	808643	809368	+		YnfC family lipoprotein
DZA65_RS03815	DZA65_RS03815	1	NZ_CP031560	809501	811069	-		glycosyl hydrolase 43 family protein
DZA65_RS03820	DZA65_RS03820	1	NZ_CP031560	811093	812529	-		MFS transporter
DZA65_RS03825	DZA65_RS03825	1	NZ_CP031560	812940	813179	-		DinI family protein
DZA65_RS03835	DZA65_RS03835	1	NZ_CP031560	813326	813715	+		VOC family protein
DZA65_RS03840	DZA65_RS03840	1	NZ_CP031560	813730	814014	+		hypothetical protein
DZA65_RS03845	DZA65_RS03845	1	NZ_CP031560	814071	815171	-		D-alanine--D-alanine ligase
DZA65_RS03850	DZA65_RS03850	1	NZ_CP031560	815322	816179	-		MurR/RpiR family transcriptional regulator
DZA65_RS03855	DZA65_RS03855	1	NZ_CP031560	816492	818003	+		CoA-acylating methylmalonate-semialdehyde dehydrogenase
DZA65_RS03860	DZA65_RS03860	1	NZ_CP031560	818030	819961	+		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)
DZA65_RS03865	DZA65_RS03865	1	NZ_CP031560	820490	821476	+		inositol 2-dehydrogenase
DZA65_RS03870	DZA65_RS03870	1	NZ_CP031560	821562	822500	+		sugar ABC transporter substrate-binding protein
DZA65_RS03875	DZA65_RS03875	1	NZ_CP031560	822557	824104	+		sugar ABC transporter ATP-binding protein
DZA65_RS03880	DZA65_RS03880	1	NZ_CP031560	824121	825155	+		ABC transporter permease
DZA65_RS03885	DZA65_RS03885	1	NZ_CP031560	825173	826306	+		Gfo/Idh/MocA family oxidoreductase
DZA65_RS03890	DZA65_RS03890	1	NZ_CP031560	826379	828322	+		5-dehydro-2-deoxygluconokinase
DZA65_RS03895	DZA65_RS03895	1	NZ_CP031560	828349	829239	+		myo-inosose-2 dehydratase
DZA65_RS03900	DZA65_RS03900	1	NZ_CP031560	829263	830090	+		5-deoxy-glucuronate isomerase
DZA65_RS03910	DZA65_RS03910	1	NZ_CP031560	830456	831559	-		lytic murein transglycosylase B
DZA65_RS03915	DZA65_RS03915	1	NZ_CP031560	831828	832760	+		nucleoside recognition family protein
DZA65_RS03920	DZA65_RS03920	1	NZ_CP031560	833066	834100	+		helix-turn-helix domain-containing protein
DZA65_RS03925	DZA65_RS03925	1	NZ_CP031560	834527	835903	-		MATE family efflux transporter
DZA65_RS03935	DZA65_RS03935	7	NZ_CP031560	836087	836653	-		IS3 family transposase
DZA65_RS03940	DZA65_RS03940	7	NZ_CP031560	836737	837482	-		integrase arm-type DNA-binding domain-containing protein
DZA65_RS03945	DZA65_RS03945	1	NZ_CP031560	837784	838329	+		hypothetical protein
DZA65_RS03950	DZA65_RS03950	1	NZ_CP031560	838313	839230	+		nucleotidyl transferase AbiEii/AbiGii toxin family protein
DZA65_RS03955	DZA65_RS03955	1	NZ_CP031560	839469	840062	-		hypothetical protein
DZA65_RS03960	DZA65_RS03960	1	NZ_CP031560	840311	842635	-		DNA primase
DZA65_RS03965	DZA65_RS03965	1	NZ_CP031560	842646	842858	-		hypothetical protein
DZA65_RS03970	DZA65_RS03970	1	NZ_CP031560	842851	843048	-		host cell division inhibitor Icd-like protein
DZA65_RS03975	DZA65_RS03975	7	NZ_CP031560	843039	843395	-		ash family protein
DZA65_RS22805	DZA65_RS22805	1	NZ_CP031560	843403	843549	-		hypothetical protein
DZA65_RS03980	DZA65_RS03980	1	NZ_CP031560	843546	843806	-		AlpA family transcriptional regulator
DZA65_RS03985	DZA65_RS03985	1	NZ_CP031560	844335	845081	+		phage capsid size determination protein
DZA65_RS03995	DZA65_RS03995	1	NZ_CP031560	845523	847271	+		AAA family ATPase
DZA65_RS04000	DZA65_RS04000	1	NZ_CP031560	847306	848493	-		tyrosine-type recombinase/integrase
DZA65_RS04005	DZA65_RS04005	1	NZ_CP031560	848771	849862	-		site-specific integrase
DZA65_RS04010	DZA65_RS04010	1	NZ_CP031560	850058	850621	-		hypothetical protein
DZA65_RS04015	DZA65_RS04015	1	NZ_CP031560	850751	850972	+		hypothetical protein
DZA65_RS04020	DZA65_RS04020	1	NZ_CP031560	851005	851514	+		phage regulatory CII family protein
DZA65_RS04025	DZA65_RS04025	1	NZ_CP031560	851599	851895	+		hypothetical protein
DZA65_RS04030	DZA65_RS04030	1	NZ_CP031560	851915	852244	+		hypothetical protein
DZA65_RS04035	DZA65_RS04035	1	NZ_CP031560	852316	852546	+		DUF2732 domain-containing protein
DZA65_RS04040	DZA65_RS04040	1	NZ_CP031560	852546	852776	+		hypothetical protein
DZA65_RS04045	DZA65_RS04045	1	NZ_CP031560	852773	853729	+		Dam family site-specific DNA-(adenine-N6)-methyltransferase
DZA65_RS04050	DZA65_RS04050	7	NZ_CP031560	853729	854557	+		DNA cytosine methyltransferase
DZA65_RS04055	DZA65_RS04055	1	NZ_CP031560	854554	856608	+		replication endonuclease
DZA65_RS04060	DZA65_RS04060	1	NZ_CP031560	856908	858428	+		hypothetical protein
DZA65_RS04065	DZA65_RS04065	1	NZ_CP031560	858513	859373	+		DNA adenine methylase
DZA65_RS22810	DZA65_RS22810	1	NZ_CP031560	859637	859792	+		hypothetical protein
DZA65_RS04070	DZA65_RS04070	1	NZ_CP031560	859799	860119	-		ogr/Delta-like zinc finger family protein
DZA65_RS04075	DZA65_RS04075	1	NZ_CP031560	860119	861147	-		phage portal protein
DZA65_RS04080	DZA65_RS04080	1	NZ_CP031560	861144	862919	-		hypothetical protein
DZA65_RS04085	DZA65_RS04085	1	NZ_CP031560	863076	863912	+		phage capsid scaffolding protein
DZA65_RS04090	DZA65_RS04090	1	NZ_CP031560	863967	864995	+		phage major capsid protein, P2 family
DZA65_RS04095	DZA65_RS04095	1	NZ_CP031560	864999	865700	+		terminase
DZA65_RS04100	DZA65_RS04100	1	NZ_CP031560	865797	866249	+		head completion/stabilization protein
DZA65_RS04105	DZA65_RS04105	1	NZ_CP031560	866246	866743	+		phage tail protein
DZA65_RS04110	DZA65_RS04110	1	NZ_CP031560	866740	867444	+		hypothetical protein
DZA65_RS04115	DZA65_RS04115	1	NZ_CP031560	867447	868562	+		DUF2586 domain-containing protein
DZA65_RS04120	DZA65_RS04120	1	NZ_CP031560	868559	869014	+		DUF2597 family protein
DZA65_RS04125	DZA65_RS04125	1	NZ_CP031560	869023	869328	+		holin
DZA65_RS04130	DZA65_RS04130	1	NZ_CP031560	869315	869656	+		M15 family metallopeptidase
DZA65_RS04135	DZA65_RS04135	1	NZ_CP031560	869656	870012	+		hypothetical protein
DZA65_RS04145	DZA65_RS04145	1	NZ_CP031560	870145	870402	+		hypothetical protein
DZA65_RS04155	DZA65_RS04155	1	NZ_CP031560	870590	872554	+		phage tail tape measure protein
DZA65_RS04160	DZA65_RS04160	1	NZ_CP031560	872554	872883	+		DUF2590 family protein
DZA65_RS04165	DZA65_RS04165	1	NZ_CP031560	872880	874064	+		hypothetical protein
DZA65_RS04170	DZA65_RS04170	1	NZ_CP031560	874057	874689	+		hypothetical protein
DZA65_RS04175	DZA65_RS04175	1	NZ_CP031560	874698	876119	+		tail protein
DZA65_RS04180	DZA65_RS04180	1	NZ_CP031560	876119	876739	+		tail fiber assembly protein
DZA65_RS04185	DZA65_RS04185	1	NZ_CP031560	876736	877461	+		hypothetical protein
DZA65_RS04190	DZA65_RS04190	1	NZ_CP031560	877433	877960	+		hypothetical protein
DZA65_RS04195	DZA65_RS04195	1	NZ_CP031560	877964	879616	+		hypothetical protein
DZA65_RS04205	DZA65_RS04205	1	NZ_CP031560	880162	880665	-		zinc ribbon domain-containing protein
DZA65_RS04215	DZA65_RS04215	1	NZ_CP031560	881253	881735	-		SsrA-binding protein SmpB
DZA65_RS04220	DZA65_RS04220	1	NZ_CP031560	881891	882325	+		type II toxin-antitoxin system RatA family toxin
DZA65_RS04225	DZA65_RS04225	1	NZ_CP031560	882318	882611	+		RnfH family protein
DZA65_RS04230	DZA65_RS04230	1	NZ_CP031560	882670	883014	-		outer membrane protein assembly factor BamE
DZA65_RS04235	DZA65_RS04235	1	NZ_CP031560	883126	884787	-		DNA repair protein RecN
DZA65_RS04240	DZA65_RS04240	1	NZ_CP031560	884871	885749	-		NAD(+) kinase
DZA65_RS04250	DZA65_RS04250	1	NZ_CP031560	885922	886509	+		nucleotide exchange factor GrpE
DZA65_RS04255	DZA65_RS04255	1	NZ_CP031560	886987	888222	+		divalent metal cation transporter
DZA65_RS04260	DZA65_RS04260	1	NZ_CP031560	888381	888965	+		GDP-mannose pyrophosphatase NudK
DZA65_RS04265	DZA65_RS04265	1	NZ_CP031560	889239	891518	+		NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase
DZA65_RS04270	DZA65_RS04270	1	NZ_CP031560	891576	892025	-		YaiI/YqxD family protein
DZA65_RS04275	DZA65_RS04275	1	NZ_CP031560	892022	892960	-		oxygen-dependent coproporphyrinogen oxidase
DZA65_RS04280	DZA65_RS04280	1	NZ_CP031560	893174	893599	+		GNAT family acetyltransferase
DZA65_RS04285	DZA65_RS04285	1	NZ_CP031560	894100	894708	+		RpoE-regulated lipoprotein
DZA65_RS04290	DZA65_RS04290	1	NZ_CP031560	895155	896429	+		N-glycosyltransferase
DZA65_RS04295	DZA65_RS04295	1	NZ_CP031560	896543	896830	-		transcriptional regulator
DZA65_RS04300	DZA65_RS04300	1	NZ_CP031560	897185	897874	+		LuxR family transcriptional regulator
DZA65_RS04305	DZA65_RS04305	1	NZ_CP031560	897890	899185	+		cytosine permease
DZA65_RS04310	DZA65_RS04310	1	NZ_CP031560	899426	900325	+		Dyp-type peroxidase
DZA65_RS04315	DZA65_RS04315	1	NZ_CP031560	900417	901298	+		cysteine synthase CysM
DZA65_RS04320	DZA65_RS04320	1	NZ_CP031560	901314	903260	-		MacB family efflux pump subunit
DZA65_RS04325	DZA65_RS04325	1	NZ_CP031560	903264	904478	-		efflux RND transporter periplasmic adaptor subunit
DZA65_RS04330	DZA65_RS04330	1	NZ_CP031560	904707	905387	+		response regulator transcription factor
DZA65_RS04335	DZA65_RS04335	1	NZ_CP031560	905390	906808	+		HAMP domain-containing protein
DZA65_RS04345	DZA65_RS04345	1	NZ_CP031560	907390	907953	+		helix-turn-helix transcriptional regulator
DZA65_RS04350	DZA65_RS04350	1	NZ_CP031560	908261	908770	-		PTS glucose transporter subunit IIA
DZA65_RS04355	DZA65_RS04355	1	NZ_CP031560	908812	910539	-		phosphoenolpyruvate-protein phosphotransferase PtsI
DZA65_RS04360	DZA65_RS04360	1	NZ_CP031560	910587	910844	-		phosphocarrier protein Hpr
DZA65_RS04370	DZA65_RS04370	1	NZ_CP031560	911269	912237	-		cysteine synthase A
DZA65_RS04375	DZA65_RS04375	1	NZ_CP031560	912413	913183	-		sulfate transporter CysZ
DZA65_RS04380	DZA65_RS04380	1	NZ_CP031560	913406	914305	+		cell division protein ZipA
DZA65_RS04385	DZA65_RS04385	1	NZ_CP031560	914454	915707	+		L-methionine/branched-chain amino acid transporter
DZA65_RS04390	DZA65_RS04390	1	NZ_CP031560	915754	916038	-		accessory factor UbiK family protein
DZA65_RS04395	DZA65_RS04395	1	NZ_CP031560	916487	917140	+		3,4-dihydroxy-2-butanone-4-phosphate synthase
DZA65_RS04400	DZA65_RS04400	1	NZ_CP031560	917217	918080	-		SAM-dependent methyltransferase TehB
DZA65_RS04405	DZA65_RS04405	1	NZ_CP031560	918212	919369	-		NADH:flavorubredoxin reductase NorW
DZA65_RS04410	DZA65_RS04410	1	NZ_CP031560	919379	920878	-		anaerobic nitric oxide reductase flavorubredoxin
DZA65_RS04415	DZA65_RS04415	1	NZ_CP031560	921041	922567	+		nitric oxide reductase transcriptional regulator NorR
DZA65_RS04420	DZA65_RS04420	1	NZ_CP031560	922613	924256	-		fumarate hydratase
DZA65_RS04425	DZA65_RS04425	1	NZ_CP031560	924707	925573	-		LysR family transcriptional regulator
DZA65_RS04430	DZA65_RS04430	1	NZ_CP031560	925680	926147	+		multidrug/biocide efflux PACE transporter
DZA65_RS04440	DZA65_RS04440	1	NZ_CP031560	926397	927050	+		DNA oxidative demethylase AlkB
DZA65_RS04445	DZA65_RS04445	1	NZ_CP031560	927081	928652	-		FAD-dependent oxidoreductase
DZA65_RS04450	DZA65_RS04450	1	NZ_CP031560	928715	929065	-		FMN-binding protein
DZA65_RS04455	DZA65_RS04455	1	NZ_CP031560	929128	930507	-		MFS transporter
DZA65_RS04460	DZA65_RS04460	1	NZ_CP031560	930510	931466	-		cytochrome c nitrite reductase subunit NrfD
DZA65_RS04465	DZA65_RS04465	1	NZ_CP031560	931459	932157	-		4Fe-4S dicluster domain-containing protein
DZA65_RS04475	DZA65_RS04475	1	NZ_CP031560	933023	933997	-		alpha/beta hydrolase
DZA65_RS04480	DZA65_RS04480	1	NZ_CP031560	934186	935088	+		LysR family transcriptional regulator
DZA65_RS04485	DZA65_RS04485	1	NZ_CP031560	935148	936134	-		substrate-binding domain-containing protein
DZA65_RS04490	DZA65_RS04490	1	NZ_CP031560	936127	936894	-		ribonuclease Z
DZA65_RS04495	DZA65_RS04495	1	NZ_CP031560	936884	937933	-		ABC transporter ATP-binding protein
DZA65_RS04500	DZA65_RS04500	1	NZ_CP031560	937943	938770	-		carbohydrate ABC transporter permease
DZA65_RS04505	DZA65_RS04505	1	NZ_CP031560	938767	939639	-		sugar ABC transporter permease
DZA65_RS04510	DZA65_RS04510	1	NZ_CP031560	939698	941002	-		ABC transporter substrate-binding protein
DZA65_RS04515	DZA65_RS04515	1	NZ_CP031560	941165	942358	-		multidrug efflux MFS transporter
DZA65_RS04520	DZA65_RS04520	1	NZ_CP031560	942696	942779	+		stress response protein AzuC
DZA65_RS04525	DZA65_RS04525	1	NZ_CP031560	942897	943982	-		tartrate dehydrogenase
DZA65_RS04530	DZA65_RS04530	1	NZ_CP031560	944104	945060	+		LysR family transcriptional regulator
DZA65_RS04535	DZA65_RS04535	1	NZ_CP031560	945035	945877	-		NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
DZA65_RS04540	DZA65_RS04540	1	NZ_CP031560	945883	946758	-		queuosine precursor transporter
DZA65_RS04545	DZA65_RS04545	1	NZ_CP031560	946759	947373	-		helix-turn-helix transcriptional regulator
DZA65_RS04550	DZA65_RS04550	1	NZ_CP031560	948065	949795	-		rhamnogalacturonate lyase
DZA65_RS04555	DZA65_RS04555	1	NZ_CP031560	950129	950662	+		TIGR00645 family protein
DZA65_RS04560	DZA65_RS04560	1	NZ_CP031560	950761	953022	-		molybdopterin-dependent oxidoreductase
DZA65_RS04565	DZA65_RS04565	1	NZ_CP031560	953346	954170	+		hypothetical protein
DZA65_RS04570	DZA65_RS04570	1	NZ_CP031560	954549	955658	-		NAD-dependent epimerase/dehydratase family protein
DZA65_RS04575	DZA65_RS04575	1	NZ_CP031560	955986	956771	-		MipA/OmpV family protein
DZA65_RS04580	DZA65_RS04580	1	NZ_CP031560	956914	957603	+		response regulator transcription factor
DZA65_RS04585	DZA65_RS04585	1	NZ_CP031560	957606	958775	+		HAMP domain-containing protein
DZA65_RS04590	DZA65_RS04590	1	NZ_CP031560	958906	960048	+		efflux RND transporter periplasmic adaptor subunit
DZA65_RS04595	DZA65_RS04595	1	NZ_CP031560	960048	963113	+		efflux RND transporter permease subunit
DZA65_RS04600	DZA65_RS04600	1	NZ_CP031560	963179	964426	-		conjugal transfer protein TraF
DZA65_RS04605	DZA65_RS04605	1	NZ_CP031560	965140	965535	+		helix-turn-helix transcriptional regulator
DZA65_RS04610	DZA65_RS04610	7	NZ_CP031560	965647	965808	-		transposase
DZA65_RS04615	DZA65_RS04615	1	NZ_CP031560	965915	966655	-		alpha/beta hydrolase
DZA65_RS04625	DZA65_RS04625	7	NZ_CP031560	967131	967287	-		IS4 family transposase
DZA65_RS04630	DZA65_RS04630	7	NZ_CP031560	967358	967639	+		ATP-binding protein
DZA65_RS04640	DZA65_RS04640	1	NZ_CP031560	968403	969128	+		Expansin-yoaJ
DZA65_RS04645	DZA65_RS04645	1	NZ_CP031560	969184	970131	+		glycoside hydrolase family 5 protein
DZA65_RS04650	DZA65_RS04650	7	NZ_CP031560	970251	970514	-		transposase
DZA65_RS04655	DZA65_RS04655	7	NZ_CP031560	970511	970935	+		efflux RND transporter permease subunit
DZA65_RS04660	DZA65_RS04660	1	NZ_CP031560	971034	972068	-		alpha/beta hydrolase
DZA65_RS04665	DZA65_RS04665	1	NZ_CP031560	972463	973011	-		TetR/AcrR family transcriptional regulator
DZA65_RS04670	DZA65_RS04670	1	NZ_CP031560	973145	974236	+		alkene reductase
DZA65_RS04675	DZA65_RS04675	1	NZ_CP031560	974312	975094	+		SDR family oxidoreductase
DZA65_RS04680	DZA65_RS04680	1	NZ_CP031560	975227	976045	+		oxidoreductase
DZA65_RS04685	DZA65_RS04685	1	NZ_CP031560	976048	976458	+		hypothetical protein
DZA65_RS04690	DZA65_RS04690	1	NZ_CP031560	976455	977474	+		NADP-dependent oxidoreductase
DZA65_RS04695	DZA65_RS04695	1	NZ_CP031560	977675	978679	+		IS110 family transposase
DZA65_RS04700	DZA65_RS04700	7	NZ_CP031560	978988	979191	+		transposase
DZA65_RS04705	DZA65_RS04705	7	NZ_CP031560	979181	979800	-		transposase
DZA65_RS04710	DZA65_RS04710	7	NZ_CP031560	980108	981111	-		IS110 family transposase
DZA65_RS04715	DZA65_RS04715	1	NZ_CP031560	981395	981700	-		type II toxin-antitoxin system toxin CcdB
DZA65_RS04720	DZA65_RS04720	1	NZ_CP031560	981703	981921	-		type II toxin-antitoxin system antitoxin CcdA
DZA65_RS04725	DZA65_RS04725	1	NZ_CP031560	981980	982426	-		DUF4102 domain-containing protein
DZA65_RS04730	DZA65_RS04730	1	NZ_CP031560	982534	982716	-		hypothetical protein
DZA65_RS04735	DZA65_RS04735	1	NZ_CP031560	982865	983581	-		M48 family metallopeptidase
DZA65_RS04740	DZA65_RS04740	1	NZ_CP031560	983581	986676	-		HsdR family type I site-specific deoxyribonuclease
DZA65_RS04750	DZA65_RS04750	1	NZ_CP031560	986840	987907	-		Appr-1-p processing protein
DZA65_RS04755	DZA65_RS04755	1	NZ_CP031560	987904	988560	-		DUF4433 domain-containing protein
DZA65_RS04760	DZA65_RS04760	1	NZ_CP031560	988563	989138	-		DUF4433 domain-containing protein
DZA65_RS04765	DZA65_RS04765	1	NZ_CP031560	989143	990492	-		restriction endonuclease subunit S
DZA65_RS04770	DZA65_RS04770	1	NZ_CP031560	990504	992939	-		type I restriction-modification system subunit M
DZA65_RS04775	DZA65_RS04775	1	NZ_CP031560	992979	993218	-		hypothetical protein
DZA65_RS04780	DZA65_RS04780	1	NZ_CP031560	993618	994079	+		hypothetical protein
DZA65_RS04785	DZA65_RS04785	1	NZ_CP031560	994076	994297	+		transcriptional regulator
DZA65_RS04795	DZA65_RS04795	1	NZ_CP031560	995164	995352	+		hypothetical protein
DZA65_RS04800	DZA65_RS04800	7	NZ_CP031560	995493	996692	-		integrase arm-type DNA-binding domain-containing protein
DZA65_RS04805	DZA65_RS04805	1	NZ_CP031560	996960	997847	+		ParA family protein
DZA65_RS04810	DZA65_RS04810	1	NZ_CP031560	997840	998865	+		hypothetical protein
DZA65_RS04815	DZA65_RS04815	1	NZ_CP031560	998849	999220	+		hypothetical protein
DZA65_RS04820	DZA65_RS04820	1	NZ_CP031560	999217	999627	+		hypothetical protein
DZA65_RS04825	DZA65_RS04825	1	NZ_CP031560	999656	1000993	+		replicative DNA helicase
DZA65_RS04830	DZA65_RS04830	1	NZ_CP031560	1000993	1002750	+		ATP synthase
DZA65_RS04835	DZA65_RS04835	1	NZ_CP031560	1002740	1002988	+		conjugal transfer protein TraR
DZA65_RS04840	DZA65_RS04840	1	NZ_CP031560	1002981	1003730	+		DUF2786 domain-containing protein
DZA65_RS04845	DZA65_RS04845	1	NZ_CP031560	1003809	1004384	+		DUF2857 domain-containing protein
DZA65_RS04850	DZA65_RS04850	1	NZ_CP031560	1004399	1004632	+		hypothetical protein
DZA65_RS04855	DZA65_RS04855	1	NZ_CP031560	1004677	1005924	+		helix-turn-helix domain-containing protein
DZA65_RS04860	DZA65_RS04860	1	NZ_CP031560	1006666	1007442	+		TIGR03761 family integrating conjugative element protein
DZA65_RS04865	DZA65_RS04865	1	NZ_CP031560	1007439	1009463	+		DNA topoisomerase III
DZA65_RS04870	DZA65_RS04870	1	NZ_CP031560	1010161	1010640	+		DUF3577 domain-containing protein
DZA65_RS04875	DZA65_RS04875	1	NZ_CP031560	1010720	1010947	+		hypothetical protein
DZA65_RS04880	DZA65_RS04880	1	NZ_CP031560	1011026	1011508	+		single-stranded DNA-binding protein
DZA65_RS04885	DZA65_RS04885	1	NZ_CP031560	1012123	1014003	+		RNA-directed DNA polymerase
DZA65_RS04890	DZA65_RS04890	1	NZ_CP031560	1014236	1014739	+		hypothetical protein
DZA65_RS04895	DZA65_RS04895	1	NZ_CP031560	1014879	1015310	+		DUF29 domain-containing protein
DZA65_RS04900	DZA65_RS04900	1	NZ_CP031560	1015450	1016649	+		hypothetical protein
DZA65_RS04905	DZA65_RS04905	1	NZ_CP031560	1016651	1017088	+		type IV pilus biogenesis protein PilM
DZA65_RS04910	DZA65_RS04910	1	NZ_CP031560	1017099	1018793	+		PilN family type IVB pilus formation outer membrane protein
DZA65_RS04915	DZA65_RS04915	1	NZ_CP031560	1018801	1020087	+		type 4b pilus protein PilO2
DZA65_RS04920	DZA65_RS04920	1	NZ_CP031560	1020074	1020574	+		type IV pilus biogenesis protein PilP
DZA65_RS04925	DZA65_RS04925	1	NZ_CP031560	1020585	1022141	+		Flp pilus assembly complex ATPase component TadA
DZA65_RS04930	DZA65_RS04930	1	NZ_CP031560	1022164	1023243	+		pilus assembly protein PilR
DZA65_RS04935	DZA65_RS04935	1	NZ_CP031560	1023253	1023831	+		type IV prepilin
DZA65_RS04940	DZA65_RS04940	1	NZ_CP031560	1023837	1024319	+		lytic transglycosylase domain-containing protein
DZA65_RS04945	DZA65_RS04945	1	NZ_CP031560	1024352	1024969	+		prepilin peptidase
DZA65_RS04950	DZA65_RS04950	1	NZ_CP031560	1024978	1026207	+		shufflon system plasmid conjugative transfer pilus tip adhesin PilV
DZA65_RS04955	DZA65_RS04955	1	NZ_CP031560	1026226	1026735	-		cysteinyl-tRNA synthetase
DZA65_RS04960	DZA65_RS04960	1	NZ_CP031560	1026732	1027760	-		AAA family ATPase
DZA65_RS04965	DZA65_RS04965	1	NZ_CP031560	1028157	1029065	+		hypothetical protein
DZA65_RS04970	DZA65_RS04970	1	NZ_CP031560	1029070	1029804	+		TIGR03759 family integrating conjugative element protein
DZA65_RS04975	DZA65_RS04975	1	NZ_CP031560	1029783	1030382	+		transglycosylase SLT domain-containing protein
DZA65_RS04980	DZA65_RS04980	1	NZ_CP031560	1030379	1030900	+		integrating conjugative element protein
DZA65_RS04985	DZA65_RS04985	1	NZ_CP031560	1030903	1031223	+		hypothetical protein
DZA65_RS04990	DZA65_RS04990	1	NZ_CP031560	1031213	1033297	+		type IV conjugative transfer system coupling protein TraD
DZA65_RS04995	DZA65_RS04995	1	NZ_CP031560	1033297	1034070	+		TIGR03747 family integrating conjugative element membrane protein
DZA65_RS05000	DZA65_RS05000	1	NZ_CP031560	1034083	1034274	+		hypothetical protein
DZA65_RS05005	DZA65_RS05005	1	NZ_CP031560	1034365	1034694	+		integrative conjugative element protein, RAQPRD family
DZA65_RS05010	DZA65_RS05010	1	NZ_CP031560	1034694	1034936	+		TIGR03758 family integrating conjugative element protein
DZA65_RS05015	DZA65_RS05015	1	NZ_CP031560	1034956	1035294	+		TIGR03745 family integrating conjugative element membrane protein
DZA65_RS05020	DZA65_RS05020	1	NZ_CP031560	1035311	1035679	+		TIGR03750 family conjugal transfer protein
DZA65_RS05025	DZA65_RS05025	1	NZ_CP031560	1035682	1036341	+		TIGR03746 family integrating conjugative element protein
DZA65_RS05030	DZA65_RS05030	1	NZ_CP031560	1036338	1037246	+		TIGR03749 family integrating conjugative element protein
DZA65_RS05035	DZA65_RS05035	1	NZ_CP031560	1037258	1038772	+		TIGR03752 family integrating conjugative element protein
DZA65_RS05040	DZA65_RS05040	1	NZ_CP031560	1038784	1039197	+		TIGR03751 family conjugal transfer lipoprotein
DZA65_RS05045	DZA65_RS05045	1	NZ_CP031560	1039197	1042016	+		conjugative transfer ATPase
DZA65_RS05050	DZA65_RS05050	1	NZ_CP031560	1042013	1042441	+		hypothetical protein
DZA65_RS05055	DZA65_RS05055	1	NZ_CP031560	1042582	1043568	-		caspase family protein
DZA65_RS05060	DZA65_RS05060	1	NZ_CP031560	1043568	1043978	-		hypothetical protein
DZA65_RS05065	DZA65_RS05065	1	NZ_CP031560	1044316	1044717	+		TIGR03757 family integrating conjugative element protein
DZA65_RS05070	DZA65_RS05070	1	NZ_CP031560	1044720	1045703	+		TIGR03756 family integrating conjugative element protein
DZA65_RS05075	DZA65_RS05075	1	NZ_CP031560	1045712	1047094	+		integrating conjugative element protein
DZA65_RS05080	DZA65_RS05080	1	NZ_CP031560	1047181	1047453	+		hypothetical protein
DZA65_RS05085	DZA65_RS05085	1	NZ_CP031560	1047467	1049017	+		conjugal transfer protein TraG
DZA65_RS05090	DZA65_RS05090	1	NZ_CP031560	1049064	1049375	-		hypothetical protein
DZA65_RS05095	DZA65_RS05095	7	NZ_CP031560	1049514	1049653	+		IS3 family transposase
DZA65_RS05100	DZA65_RS05100	1	NZ_CP031560	1049849	1053472	+		DNA helicase
DZA65_RS22815	DZA65_RS22815	1	NZ_CP031560	1053604	1053981	+		hypothetical protein
DZA65_RS05105	DZA65_RS05105	1	NZ_CP031560	1053897	1054196	+		DUF2726 domain-containing protein
DZA65_RS05110	DZA65_RS05110	1	NZ_CP031560	1055393	1056283	+		DNA-binding protein
DZA65_RS05115	DZA65_RS05115	1	NZ_CP031560	1056944	1057225	+		hypothetical protein
DZA65_RS05125	DZA65_RS05125	1	NZ_CP031560	1057564	1057935	+		hypothetical protein
DZA65_RS05130	DZA65_RS05130	1	NZ_CP031560	1058384	1058869	+		hypothetical protein
DZA65_RS05135	DZA65_RS05135	1	NZ_CP031560	1058944	1060899	+		DUF1738 domain-containing protein
DZA65_RS05140	DZA65_RS05140	1	NZ_CP031560	1060977	1061897	+		hypothetical protein
