locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
HER17_RS06255	HER17_RS06255	1	NZ_CP051652	1385379	1386398	-		NAD(P)-dependent alcohol dehydrogenase
HER17_RS06260	HER17_RS06260	1	NZ_CP051652	1386680	1387474	+		hydroxyethylthiazole kinase
HER17_RS06265	HER17_RS06265	1	NZ_CP051652	1387471	1388274	+		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
HER17_RS06270	HER17_RS06270	1	NZ_CP051652	1388453	1388860	+		phosphate-starvation-inducible protein PsiE
HER17_RS06275	HER17_RS06275	1	NZ_CP051652	1388889	1389788	-		lipid kinase YegS
HER17_RS06280	HER17_RS06280	1	NZ_CP051652	1390469	1391830	-		tRNA 5-hydroxyuridine modification protein YegQ
HER17_RS06285	HER17_RS06285	1	NZ_CP051652	1392043	1393002	-		glutathione S-transferase family protein
HER17_RS06290	HER17_RS06290	1	NZ_CP051652	1393370	1393921	-		GNAT family N-acetyltransferase
HER17_RS06295	HER17_RS06295	1	NZ_CP051652	1393975	1394628	-		Vat family streptogramin A O-acetyltransferase
HER17_RS06300	HER17_RS06300	1	NZ_CP051652	1394650	1395378	-		two-component system response regulator BaeR
HER17_RS06305	HER17_RS06305	1	NZ_CP051652	1395404	1396771	-		two-component system sensor histidine kinase BaeS
HER17_RS06310	HER17_RS06310	1	NZ_CP051652	1396779	1398239	-		multidrug transporter subunit MdtD
HER17_RS06315	HER17_RS06315	1	NZ_CP051652	1398638	1401718	-		multidrug efflux RND transporter permease subunit MdtC
HER17_RS06320	HER17_RS06320	1	NZ_CP051652	1401715	1404837	-		MdtB/MuxB family multidrug efflux RND transporter permease subunit
HER17_RS06325	HER17_RS06325	1	NZ_CP051652	1404837	1406072	-		MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit
HER17_RS06330	HER17_RS06330	1	NZ_CP051652	1406318	1407514	-		NupC/NupG family nucleoside CNT transporter
HER17_RS06335	HER17_RS06335	1	NZ_CP051652	1407772	1408737	+		aldo/keto reductase
HER17_RS06340	HER17_RS06340	1	NZ_CP051652	1409133	1409474	-		PTS transporter subunit EIIB
HER17_RS06345	HER17_RS06345	1	NZ_CP051652	1409626	1411686	-		beta-galactosidase
HER17_RS06350	HER17_RS06350	1	NZ_CP051652	1411733	1412947	-		arabinogalactan endo-beta-1,4-galactanase
HER17_RS06355	HER17_RS06355	1	NZ_CP051652	1412983	1413831	-		sugar ABC transporter permease
HER17_RS06360	HER17_RS06360	1	NZ_CP051652	1413844	1415160	-		sugar ABC transporter permease
HER17_RS06365	HER17_RS06365	1	NZ_CP051652	1415249	1416481	-		extracellular solute-binding protein
HER17_RS06370	HER17_RS06370	1	NZ_CP051652	1416974	1418056	+		sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
HER17_RS06375	HER17_RS06375	1	NZ_CP051652	1418367	1419674	-		maltoporin
HER17_RS06380	HER17_RS06380	1	NZ_CP051652	1420158	1421168	-		HTH-type transcriptional regulator GalR
HER17_RS06385	HER17_RS06385	1	NZ_CP051652	1421633	1422673	+		galactose-1-phosphate uridylyltransferase
HER17_RS06390	HER17_RS06390	1	NZ_CP051652	1422683	1423846	+		galactokinase
HER17_RS06395	HER17_RS06395	1	NZ_CP051652	1423926	1425404	-		magnesium transporter
HER17_RS06400	HER17_RS06400	1	NZ_CP051652	1425625	1426074	+		MarR family transcriptional regulator
HER17_RS06405	HER17_RS06405	1	NZ_CP051652	1426261	1426686	+		organic hydroperoxide resistance protein
HER17_RS06410	HER17_RS06410	1	NZ_CP051652	1426977	1427192	-		DUF2633 family protein
HER17_RS06415	HER17_RS06415	1	NZ_CP051652	1427428	1427616	-		YjfB family protein
HER17_RS06420	HER17_RS06420	1	NZ_CP051652	1427845	1429380	-		exopolyphosphatase
HER17_RS06425	HER17_RS06425	1	NZ_CP051652	1429380	1431452	-		polyphosphate kinase 1
HER17_RS06430	HER17_RS06430	1	NZ_CP051652	1431670	1433838	+		ABC transporter permease subunit
HER17_RS06435	HER17_RS06435	1	NZ_CP051652	1433835	1435481	+		phosphate ABC transporter permease PstA
HER17_RS06440	HER17_RS06440	1	NZ_CP051652	1435497	1436312	+		phosphate ABC transporter ATP-binding protein
HER17_RS06445	HER17_RS06445	1	NZ_CP051652	1436545	1437108	+		YolA family protein
HER17_RS06450	HER17_RS06450	1	NZ_CP051652	1437154	1437621	-		hypothetical protein
HER17_RS06455	HER17_RS06455	1	NZ_CP051652	1438005	1438451	+		helix-turn-helix domain-containing protein
HER17_RS06460	HER17_RS06460	1	NZ_CP051652	1438559	1439926	-		L-serine ammonia-lyase
HER17_RS06465	HER17_RS06465	1	NZ_CP051652	1439993	1441282	-		HAAAP family serine/threonine permease
HER17_RS06470	HER17_RS06470	1	NZ_CP051652	1441800	1442870	-		5-(carboxyamino)imidazole ribonucleotide synthase
HER17_RS06475	HER17_RS06475	1	NZ_CP051652	1442867	1443376	-		5-(carboxyamino)imidazole ribonucleotide mutase
HER17_RS06480	HER17_RS06480	1	NZ_CP051652	1443555	1444277	-		UDP-2,3-diacylglucosamine diphosphatase
HER17_RS06485	HER17_RS06485	1	NZ_CP051652	1444288	1444782	-		peptidylprolyl isomerase B
HER17_RS06490	HER17_RS06490	1	NZ_CP051652	1445204	1445635	+		DoxX family protein
HER17_RS06495	HER17_RS06495	1	NZ_CP051652	1445906	1447291	+		cysteine--tRNA ligase
HER17_RS06500	HER17_RS06500	1	NZ_CP051652	1447383	1447595	-		ribosome-associated protein YbcJ
HER17_RS06505	HER17_RS06505	1	NZ_CP051652	1447632	1448495	-		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
HER17_RS06510	HER17_RS06510	1	NZ_CP051652	1448613	1450160	-		GGDEF domain-containing protein
HER17_RS06515	HER17_RS06515	1	NZ_CP051652	1450712	1451878	+		nucleotide sugar dehydrogenase
HER17_RS06520	HER17_RS06520	1	NZ_CP051652	1452091	1453239	+		UDP-4-amino-4-deoxy-L-arabinose aminotransferase
HER17_RS06525	HER17_RS06525	1	NZ_CP051652	1453232	1454215	+		undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HER17_RS06530	HER17_RS06530	1	NZ_CP051652	1454212	1456212	+		bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA
HER17_RS06535	HER17_RS06535	1	NZ_CP051652	1456209	1457102	+		4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase
HER17_RS06540	HER17_RS06540	1	NZ_CP051652	1457120	1458790	+		lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase
HER17_RS06545	HER17_RS06545	1	NZ_CP051652	1458787	1459128	+		EamA family transporter
HER17_RS06550	HER17_RS06550	1	NZ_CP051652	1459128	1459520	+		4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
HER17_RS06555	HER17_RS06555	1	NZ_CP051652	1459538	1460608	-		ABC transporter ATP-binding protein
HER17_RS06560	HER17_RS06560	1	NZ_CP051652	1460611	1462188	-		ABC transporter permease subunit
HER17_RS06565	HER17_RS06565	1	NZ_CP051652	1462344	1463360	-		iron ABC transporter substrate-binding protein
HER17_RS06570	HER17_RS06570	1	NZ_CP051652	1463859	1464182	+		PTS lactose/cellobiose transporter subunit IIA
HER17_RS06575	HER17_RS06575	1	NZ_CP051652	1464284	1464724	-		cupin domain-containing protein
HER17_RS06580	HER17_RS06580	1	NZ_CP051652	1465003	1465896	+		LysR family transcriptional regulator
HER17_RS06585	HER17_RS06585	1	NZ_CP051652	1465988	1466374	+		hypothetical protein
HER17_RS06590	HER17_RS06590	1	NZ_CP051652	1466830	1467966	+		hypothetical protein
HER17_RS06595	HER17_RS06595	1	NZ_CP051652	1468096	1469214	+		cytochrome c552
HER17_RS06600	HER17_RS06600	1	NZ_CP051652	1469211	1470644	+		AMP-binding protein
HER17_RS06605	HER17_RS06605	1	NZ_CP051652	1470661	1470882	+		acyl carrier protein
HER17_RS06610	HER17_RS06610	1	NZ_CP051652	1471112	1471990	+		TauD/TfdA family dioxygenase
HER17_RS06615	HER17_RS06615	1	NZ_CP051652	1471987	1473420	+		FAD-binding protein
HER17_RS06620	HER17_RS06620	1	NZ_CP051652	1473652	1474755	+		nuclease
HER17_RS06625	HER17_RS06625	1	NZ_CP051652	1474848	1475153	-		hypothetical protein
HER17_RS06630	HER17_RS06630	7	NZ_CP051652	1475255	1475484	-		DUF4102 domain-containing protein
HER17_RS06635	HER17_RS06635	5	NZ_CP051652	1475607	1475683	-		tRNA-Arg
HER17_RS06640	HER17_RS06640	1	NZ_CP051652	1476082	1478535	+		mechanosensitive ion channel family protein
HER17_RS06645	HER17_RS06645	1	NZ_CP051652	1478616	1479476	-		D-amino-acid transaminase
HER17_RS06650	HER17_RS06650	1	NZ_CP051652	1479519	1480499	-		L-Ala-D/L-Glu epimerase
HER17_RS06655	HER17_RS06655	1	NZ_CP051652	1480884	1482125	+		alanine transaminase
HER17_RS06660	HER17_RS06660	1	NZ_CP051652	1482247	1482660	+		type II secretion system pilot lipoprotein GspS
HER17_RS06665	HER17_RS06665	1	NZ_CP051652	1482657	1483226	-		type II secretion system assembly factor GspB
HER17_RS06670	HER17_RS06670	1	NZ_CP051652	1483756	1485324	+		polysaccharide lyase family 1 protein
HER17_RS06675	HER17_RS06675	1	NZ_CP051652	1485451	1487430	+		glycoside hydrolase family 28 protein
HER17_RS06680	HER17_RS06680	1	NZ_CP051652	1487481	1488344	+		type II secretion system protein GspC
HER17_RS06685	HER17_RS06685	1	NZ_CP051652	1488433	1490385	+		type II secretion system secretin GspD
HER17_RS06690	HER17_RS06690	1	NZ_CP051652	1490382	1491878	+		type II secretion system ATPase GspE
HER17_RS06695	HER17_RS06695	1	NZ_CP051652	1491880	1493106	+		type II secretion system inner membrane protein GspF
HER17_RS06700	HER17_RS06700	1	NZ_CP051652	1493139	1493609	+		type II secretion system major pseudopilin GspG
HER17_RS06705	HER17_RS06705	1	NZ_CP051652	1493884	1494450	+		type II secretion system minor pseudopilin GspH
HER17_RS06710	HER17_RS06710	1	NZ_CP051652	1494447	1494812	+		type II secretion system minor pseudopilin GspI
HER17_RS06715	HER17_RS06715	1	NZ_CP051652	1494812	1495462	+		type II secretion system minor pseudopilin GspJ
HER17_RS06720	HER17_RS06720	1	NZ_CP051652	1495459	1496445	+		type II secretion system minor pseudopilin GspK
HER17_RS06725	HER17_RS06725	1	NZ_CP051652	1496442	1497719	+		type II secretion system protein GspL
HER17_RS06730	HER17_RS06730	1	NZ_CP051652	1497716	1498210	+		type II secretion system protein M
HER17_RS06735	HER17_RS06735	1	NZ_CP051652	1498200	1498946	+		type II secretion system protein N
HER17_RS06740	HER17_RS06740	1	NZ_CP051652	1499036	1499881	+		prepilin peptidase
HER17_RS06745	HER17_RS06745	1	NZ_CP051652	1500042	1500116	-		membrane protein YpdK
HER17_RS06750	HER17_RS06750	1	NZ_CP051652	1500473	1501498	-		LLM class flavin-dependent oxidoreductase
HER17_RS06755	HER17_RS06755	1	NZ_CP051652	1501821	1502885	+		ABC transporter substrate-binding protein
HER17_RS06760	HER17_RS06760	1	NZ_CP051652	1502882	1503919	+		iron ABC transporter permease
HER17_RS06765	HER17_RS06765	1	NZ_CP051652	1503921	1504691	+		ABC transporter ATP-binding protein
HER17_RS06770	HER17_RS06770	1	NZ_CP051652	1504688	1505422	+		molybdate ABC transporter substrate-binding protein
HER17_RS06775	HER17_RS06775	1	NZ_CP051652	1505543	1506925	+		ATP-dependent RNA helicase DbpA
HER17_RS06780	HER17_RS06780	1	NZ_CP051652	1506986	1507558	+		alpha/beta hydrolase
HER17_RS06785	HER17_RS06785	1	NZ_CP051652	1507663	1508202	-		hypothetical protein
HER17_RS06790	HER17_RS06790	1	NZ_CP051652	1508729	1508995	+		hypothetical protein
HER17_RS06795	HER17_RS06795	1	NZ_CP051652	1509118	1509879	+		hypothetical protein
HER17_RS06800	HER17_RS06800	1	NZ_CP051652	1510118	1510909	+		NPP1 family protein
HER17_RS06805	HER17_RS06805	1	NZ_CP051652	1511146	1511346	-		hypothetical protein
HER17_RS06810	HER17_RS06810	1	NZ_CP051652	1511553	1512485	-		hypothetical protein
HER17_RS06815	HER17_RS06815	1	NZ_CP051652	1513276	1514079	-		hypothetical protein
HER17_RS06820	HER17_RS06820	1	NZ_CP051652	1514076	1514873	-		DUF1311 domain-containing protein
HER17_RS06825	HER17_RS06825	1	NZ_CP051652	1514896	1515522	-		hypothetical protein
HER17_RS06830	HER17_RS06830	1	NZ_CP051652	1515606	1516082	-		GNAT family N-acetyltransferase
HER17_RS06835	HER17_RS06835	1	NZ_CP051652	1516198	1516503	+		hypothetical protein
HER17_RS06840	HER17_RS06840	1	NZ_CP051652	1516515	1516652	+		hypothetical protein
HER17_RS06845	HER17_RS06845	5	NZ_CP051652	1516729	1516803	-		tRNA-Arg
HER17_RS06850	HER17_RS06850	1	NZ_CP051652	1516880	1517818	-		formate/nitrite transporter family protein
HER17_RS06855	HER17_RS06855	1	NZ_CP051652	1518359	1519120	+		phospholipid-binding lipoprotein MlaA
HER17_RS06860	HER17_RS06860	1	NZ_CP051652	1519483	1521063	+		malate dehydrogenase (quinone)
HER17_RS06865	HER17_RS06865	1	NZ_CP051652	1521135	1522031	-		LysR family transcriptional regulator
HER17_RS06870	HER17_RS06870	1	NZ_CP051652	1522173	1522925	+		SDR family oxidoreductase
HER17_RS06875	HER17_RS06875	1	NZ_CP051652	1523101	1524384	-		long-chain fatty acid transporter FadL
HER17_RS06880	HER17_RS06880	1	NZ_CP051652	1524773	1525069	+		YfcZ/YiiS family protein
HER17_RS06885	HER17_RS06885	1	NZ_CP051652	1525315	1526628	+		acetyl-CoA C-acyltransferase FadI
HER17_RS06890	HER17_RS06890	1	NZ_CP051652	1526625	1528841	+		fatty acid oxidation complex subunit alpha FadJ
HER17_RS06895	HER17_RS06895	1	NZ_CP051652	1528834	1529844	-		spore coat protein U domain-containing protein
HER17_RS06900	HER17_RS06900	1	NZ_CP051652	1529849	1532215	-		fimbria/pilus outer membrane usher protein
HER17_RS06905	HER17_RS06905	1	NZ_CP051652	1532274	1533047	-		molecular chaperone
HER17_RS06910	HER17_RS06910	1	NZ_CP051652	1533083	1533619	-		spore coat protein U domain-containing protein
HER17_RS06915	HER17_RS06915	1	NZ_CP051652	1533802	1534353	-		spore coat protein U domain-containing protein
HER17_RS06920	HER17_RS06920	1	NZ_CP051652	1535482	1535964	+		phosphohistidine phosphatase SixA
HER17_RS06925	HER17_RS06925	1	NZ_CP051652	1536052	1536594	-		endonuclease SmrB
HER17_RS06930	HER17_RS06930	1	NZ_CP051652	1536766	1537698	+		50S ribosomal protein L3 N(5)-glutamine methyltransferase
HER17_RS06935	HER17_RS06935	1	NZ_CP051652	1537774	1538859	+		chorismate synthase
HER17_RS06940	HER17_RS06940	1	NZ_CP051652	1538866	1539711	+		penicillin-insensitive murein endopeptidase
HER17_RS06945	HER17_RS06945	1	NZ_CP051652	1539745	1540545	+		TSUP family transporter
HER17_RS06950	HER17_RS06950	1	NZ_CP051652	1540573	1541118	+		elongation factor P hydroxylase
HER17_RS06955	HER17_RS06955	1	NZ_CP051652	1541152	1541436	+		YfcL family protein
HER17_RS06960	HER17_RS06960	1	NZ_CP051652	1541846	1543873	-		bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC
HER17_RS06965	HER17_RS06965	1	NZ_CP051652	1544047	1545264	+		beta-ketoacyl-ACP synthase I
HER17_RS06970	HER17_RS06970	1	NZ_CP051652	1545427	1546683	-		flagella biosynthesis regulator Flk
HER17_RS06975	HER17_RS06975	1	NZ_CP051652	1546789	1547760	-		DMT family transporter
HER17_RS06980	HER17_RS06980	1	NZ_CP051652	1547873	1549009	+		4-phosphoerythronate dehydrogenase PdxB
HER17_RS06985	HER17_RS06985	1	NZ_CP051652	1549140	1550150	+		aspartate-semialdehyde dehydrogenase
HER17_RS06990	HER17_RS06990	1	NZ_CP051652	1550150	1551001	+		tRNA pseudouridine(38-40) synthase TruA
HER17_RS06995	HER17_RS06995	7	NZ_CP051652	1551196	1551859	+		DedA family protein
HER17_RS07000	HER17_RS07000	1	NZ_CP051652	1552084	1553001	+		acetyl-CoA carboxylase, carboxyltransferase subunit beta
HER17_RS07005	HER17_RS07005	1	NZ_CP051652	1553107	1554375	+		bifunctional tetrahydrofolate synthase/dihydrofolate synthase
HER17_RS07010	HER17_RS07010	1	NZ_CP051652	1554365	1555132	+		cell division protein DedD
HER17_RS07015	HER17_RS07015	1	NZ_CP051652	1555447	1555947	+		colicin V production protein
HER17_RS07020	HER17_RS07020	1	NZ_CP051652	1555969	1557486	+		amidophosphoribosyltransferase
HER17_RS07025	HER17_RS07025	1	NZ_CP051652	1557702	1558274	+		UbiX family flavin prenyltransferase
HER17_RS07030	HER17_RS07030	1	NZ_CP051652	1558690	1559469	+		transporter substrate-binding domain-containing protein
HER17_RS07035	HER17_RS07035	1	NZ_CP051652	1559610	1560299	+		histidine ABC transporter permease HisQ
HER17_RS07040	HER17_RS07040	1	NZ_CP051652	1560292	1561008	+		ABC transporter permease
HER17_RS07045	HER17_RS07045	1	NZ_CP051652	1561026	1561799	+		histidine ABC transporter ATP-binding protein HisP
HER17_RS07050	HER17_RS07050	1	NZ_CP051652	1561967	1562872	-		TIGR01777 family oxidoreductase
HER17_RS07055	HER17_RS07055	1	NZ_CP051652	1562888	1563259	-		dihydroneopterin triphosphate 2'-epimerase
HER17_RS07060	HER17_RS07060	1	NZ_CP051652	1563385	1564011	-		GSH-dependent disulfide bond oxidoreductase
HER17_RS07065	HER17_RS07065	1	NZ_CP051652	1564274	1564825	+		phosphodiesterase
HER17_RS07070	HER17_RS07070	1	NZ_CP051652	1564949	1565617	+		NUDIX hydrolase YfcD
HER17_RS07075	HER17_RS07075	1	NZ_CP051652	1565690	1566550	-		DUF817 domain-containing protein
HER17_RS07080	HER17_RS07080	1	NZ_CP051652	1566670	1568808	-		phosphate acetyltransferase
HER17_RS07085	HER17_RS07085	1	NZ_CP051652	1568888	1570090	-		acetate kinase
HER17_RS07090	HER17_RS07090	1	NZ_CP051652	1570520	1570975	+		DUF412 domain-containing protein
HER17_RS07095	HER17_RS07095	1	NZ_CP051652	1571140	1571634	+		YfbU family protein
HER17_RS07100	HER17_RS07100	1	NZ_CP051652	1571656	1572312	+		sugar phosphatase
HER17_RS07105	HER17_RS07105	1	NZ_CP051652	1572436	1574268	+		SLC13 family permease
HER17_RS07110	HER17_RS07110	1	NZ_CP051652	1574298	1574897	-		5'-deoxynucleotidase
HER17_RS07115	HER17_RS07115	1	NZ_CP051652	1575040	1576254	-		pyridoxal phosphate-dependent aminotransferase
HER17_RS07120	HER17_RS07120	1	NZ_CP051652	1576756	1577706	+		transcriptional regulator LrhA
HER17_RS07125	HER17_RS07125	1	NZ_CP051652	1578384	1578824	+		NADH-quinone oxidoreductase subunit A
HER17_RS07130	HER17_RS07130	1	NZ_CP051652	1578842	1579516	+		NADH-quinone oxidoreductase subunit B
HER17_RS07135	HER17_RS07135	1	NZ_CP051652	1579615	1581414	+		NADH-quinone oxidoreductase subunit C/D
HER17_RS07140	HER17_RS07140	1	NZ_CP051652	1581477	1581962	+		NADH-quinone oxidoreductase subunit NuoE
HER17_RS07145	HER17_RS07145	1	NZ_CP051652	1581959	1583308	+		NADH-quinone oxidoreductase subunit NuoF
HER17_RS07150	HER17_RS07150	1	NZ_CP051652	1583495	1586221	+		NADH-quinone oxidoreductase subunit NuoG
HER17_RS07155	HER17_RS07155	1	NZ_CP051652	1586218	1587192	+		NADH-quinone oxidoreductase subunit NuoH
HER17_RS07160	HER17_RS07160	1	NZ_CP051652	1587210	1587752	+		NADH-quinone oxidoreductase subunit NuoI
HER17_RS07165	HER17_RS07165	1	NZ_CP051652	1587762	1588322	+		NADH-quinone oxidoreductase subunit J
HER17_RS07170	HER17_RS07170	1	NZ_CP051652	1588319	1588621	+		NADH-quinone oxidoreductase subunit NuoK
HER17_RS07175	HER17_RS07175	1	NZ_CP051652	1588618	1590465	+		NADH-quinone oxidoreductase subunit L
HER17_RS07180	HER17_RS07180	1	NZ_CP051652	1590566	1592101	+		NADH-quinone oxidoreductase subunit M
HER17_RS07185	HER17_RS07185	1	NZ_CP051652	1592108	1593565	+		NADH-quinone oxidoreductase subunit NuoN
HER17_RS07190	HER17_RS07190	1	NZ_CP051652	1593826	1594137	+		stress response protein ElaB
HER17_RS07195	HER17_RS07195	1	NZ_CP051652	1594286	1595977	-		alpha,alpha-phosphotrehalase
HER17_RS07200	HER17_RS07200	1	NZ_CP051652	1596051	1597469	-		PTS trehalose transporter subunit IIBC
HER17_RS07205	HER17_RS07205	1	NZ_CP051652	1598043	1598603	-		GNAT family N-acetyltransferase
HER17_RS07210	HER17_RS07210	1	NZ_CP051652	1598615	1599511	-		PhzF family phenazine biosynthesis protein
HER17_RS07215	HER17_RS07215	1	NZ_CP051652	1599629	1601221	+		ABC-F family ATPase
HER17_RS07220	HER17_RS07220	1	NZ_CP051652	1601270	1602094	-		ABC transporter substrate-binding protein
HER17_RS07225	HER17_RS07225	1	NZ_CP051652	1602106	1604274	-		TonB-dependent receptor
HER17_RS07230	HER17_RS07230	1	NZ_CP051652	1604683	1605996	+		heme anaerobic degradation radical SAM methyltransferase ChuW/HutW
HER17_RS07235	HER17_RS07235	1	NZ_CP051652	1606011	1606511	+		heme utilization cystosolic carrier protein HutX
HER17_RS07240	HER17_RS07240	1	NZ_CP051652	1606508	1607137	+		NAD(P)H-binding protein
HER17_RS07245	HER17_RS07245	1	NZ_CP051652	1607298	1607774	+		YlaC family protein
HER17_RS07250	HER17_RS07250	1	NZ_CP051652	1608000	1608722	+		glutamine amidotransferase
HER17_RS07255	HER17_RS07255	1	NZ_CP051652	1608831	1610282	+		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
HER17_RS07260	HER17_RS07260	1	NZ_CP051652	1610519	1611448	+		formate dehydrogenase accessory protein FdhE
HER17_RS07265	HER17_RS07265	1	NZ_CP051652	1611502	1611828	-		DUF202 domain-containing protein
HER17_RS07270	HER17_RS07270	1	NZ_CP051652	1611832	1612197	-		DUF202 domain-containing protein
HER17_RS07275	HER17_RS07275	1	NZ_CP051652	1612336	1612440	-		cytochrome bd-I oxidase subunit CydX
HER17_RS07280	HER17_RS07280	1	NZ_CP051652	1612460	1613599	-		cytochrome d ubiquinol oxidase subunit II
HER17_RS07285	HER17_RS07285	1	NZ_CP051652	1613614	1615191	-		cytochrome ubiquinol oxidase subunit I
HER17_RS07290	HER17_RS07290	1	NZ_CP051652	1615726	1616343	-		tail fiber assembly protein
HER17_RS07295	HER17_RS07295	1	NZ_CP051652	1616343	1617221	-		phage tail protein
HER17_RS07300	HER17_RS07300	7	NZ_CP051652	1617396	1618145	-		phage tail protein
HER17_RS07305	HER17_RS07305	1	NZ_CP051652	1618371	1619660	+		nitrate- and nitrite sensing domain-containing protein
HER17_RS07310	HER17_RS07310	1	NZ_CP051652	1619786	1619947	-		hypothetical protein
HER17_RS07315	HER17_RS07315	1	NZ_CP051652	1620338	1621597	+		ABC transporter substrate-binding protein
HER17_RS07320	HER17_RS07320	1	NZ_CP051652	1621610	1622524	+		nitrate ABC transporter permease
HER17_RS07325	HER17_RS07325	1	NZ_CP051652	1622535	1623329	+		ABC transporter ATP-binding protein
HER17_RS07330	HER17_RS07330	1	NZ_CP051652	1623349	1627536	+		nitrite reductase small subunit NirD
HER17_RS07335	HER17_RS07335	1	NZ_CP051652	1627533	1630241	+		nitrate reductase
HER17_RS07340	HER17_RS07340	1	NZ_CP051652	1630267	1631100	+		uroporphyrinogen-III C-methyltransferase
HER17_RS07345	HER17_RS07345	1	NZ_CP051652	1631256	1632200	+		Rpn family recombination-promoting nuclease/putative transposase
HER17_RS07350	HER17_RS07350	1	NZ_CP051652	1632318	1632782	-		DUF1456 family protein
HER17_RS07355	HER17_RS07355	1	NZ_CP051652	1632867	1633388	-		cupin domain-containing protein
HER17_RS07360	HER17_RS07360	1	NZ_CP051652	1633678	1634607	+		substrate-binding domain-containing protein
HER17_RS07365	HER17_RS07365	1	NZ_CP051652	1634612	1636159	+		sugar ABC transporter ATP-binding protein
HER17_RS07370	HER17_RS07370	1	NZ_CP051652	1636156	1637148	+		ABC transporter permease
HER17_RS07375	HER17_RS07375	1	NZ_CP051652	1637145	1638143	+		ABC transporter permease
HER17_RS07380	HER17_RS07380	7	NZ_CP051652	1638205	1639125	+		sugar kinase
HER17_RS07385	HER17_RS07385	1	NZ_CP051652	1639354	1640382	-		2-hydroxyacid dehydrogenase
HER17_RS07390	HER17_RS07390	1	NZ_CP051652	1640379	1641926	-		carbohydrate kinase
HER17_RS07395	HER17_RS07395	1	NZ_CP051652	1642088	1642393	-		helix-turn-helix transcriptional regulator
HER17_RS07400	HER17_RS07400	1	NZ_CP051652	1642479	1643567	+		NADH:flavin oxidoreductase/NADH oxidase
HER17_RS07405	HER17_RS07405	1	NZ_CP051652	1643956	1645113	-		PLP-dependent transferase
HER17_RS07410	HER17_RS07410	1	NZ_CP051652	1645159	1646526	-		pyridoxal-phosphate dependent enzyme
HER17_RS07415	HER17_RS07415	1	NZ_CP051652	1647064	1647717	-		hypothetical protein
HER17_RS07420	HER17_RS07420	1	NZ_CP051652	1648424	1648756	-		multidrug transporter
HER17_RS07425	HER17_RS07425	1	NZ_CP051652	1648927	1649307	+		helix-turn-helix domain-containing protein
HER17_RS07430	HER17_RS07430	1	NZ_CP051652	1649345	1649902	+		hypothetical protein
HER17_RS07435	HER17_RS07435	1	NZ_CP051652	1650227	1651063	-		MipA/OmpV family protein
HER17_RS07440	HER17_RS07440	1	NZ_CP051652	1651267	1651944	+		response regulator
HER17_RS07445	HER17_RS07445	1	NZ_CP051652	1651944	1653341	+		two-component sensor histidine kinase
HER17_RS07450	HER17_RS07450	1	NZ_CP051652	1653327	1654244	-		aminotransferase class IV
HER17_RS07455	HER17_RS07455	1	NZ_CP051652	1654273	1655085	-		amino acid ABC transporter ATP-binding protein
HER17_RS07460	HER17_RS07460	1	NZ_CP051652	1655109	1655774	-		amino acid ABC transporter permease
HER17_RS07465	HER17_RS07465	1	NZ_CP051652	1655783	1656460	-		amino acid ABC transporter permease
HER17_RS07470	HER17_RS07470	1	NZ_CP051652	1656611	1658020	+		MmgE/PrpD family protein
HER17_RS07475	HER17_RS07475	1	NZ_CP051652	1658055	1658888	-		transporter substrate-binding domain-containing protein
HER17_RS07480	HER17_RS07480	1	NZ_CP051652	1659207	1660430	-		HAMP domain-containing histidine kinase
HER17_RS07485	HER17_RS07485	1	NZ_CP051652	1660436	1661125	-		response regulator transcription factor
HER17_RS07490	HER17_RS07490	1	NZ_CP051652	1661307	1662122	+		MipA/OmpV family protein
HER17_RS07495	HER17_RS07495	1	NZ_CP051652	1662145	1663227	+		efflux RND transporter periplasmic adaptor subunit
HER17_RS07500	HER17_RS07500	1	NZ_CP051652	1663227	1666304	+		efflux RND transporter permease subunit
HER17_RS07505	HER17_RS07505	1	NZ_CP051652	1666363	1667544	-		mandelate racemase/muconate lactonizing enzyme family protein
HER17_RS07510	HER17_RS07510	1	NZ_CP051652	1667586	1668320	-		alpha/beta fold hydrolase
HER17_RS07515	HER17_RS07515	1	NZ_CP051652	1668555	1670054	-		SulP family inorganic anion transporter
HER17_RS07520	HER17_RS07520	7	NZ_CP051652	1670254	1670550	-		elongation factor 4
HER17_RS07525	HER17_RS07525	1	NZ_CP051652	1670543	1672045	-		efflux transporter outer membrane subunit
