locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
HGI48_RS02980	HGI48_RS02980	1	NZ_CP051429	640822	641655	+	NA	GPO family capsid scaffolding protein	0.6031	25	TRUE
HGI48_RS02985	HGI48_RS02985	1	NZ_CP051429	641670	642779	+	NA	phage major capsid protein, P2 family	0.5766	27	TRUE
HGI48_RS02990	HGI48_RS02990	1	NZ_CP051429	642782	643444	+	NA	hypothetical protein	0.6229	17	TRUE
HGI48_RS02995	HGI48_RS02995	1	NZ_CP051429	643537	644001	+	NA	head completion/stabilization protein	0.6258	9	TRUE
HGI48_RS03000	HGI48_RS03000	1	NZ_CP051429	644001	644204	+	NA	tail protein X	0.6471	5	FALSE
HGI48_RS03005	HGI48_RS03005	1	NZ_CP051429	644208	644504	+	NA	phage holin family protein	0.6061	6	FALSE
HGI48_RS03010	HGI48_RS03010	1	NZ_CP051429	644491	644982	+	NA	glycoside hydrolase family 104 protein	0.6057	17	TRUE
HGI48_RS03015	HGI48_RS03015	1	NZ_CP051429	644979	645428	+	NA	LysB family phage lysis regulatory protein	0.62	9	TRUE
HGI48_RS03020	HGI48_RS03020	1	NZ_CP051429	645506	645937	+	NA	phage tail protein	0.5718	19	TRUE
HGI48_RS03025	HGI48_RS03025	1	NZ_CP051429	645930	646373	+	NA	phage virion morphogenesis protein	0.6081	15	TRUE
HGI48_RS03030	HGI48_RS03030	1	NZ_CP051429	646498	647031	+	NA	phage baseplate assembly protein V	0.6086	15	TRUE
HGI48_RS03035	HGI48_RS03035	1	NZ_CP051429	647028	647378	+	NA	GPW/gp25 family protein	0.6182	5	TRUE
HGI48_RS03040	HGI48_RS03040	1	NZ_CP051429	647375	648283	+	NA	baseplate assembly protein	0.6348	29	TRUE
HGI48_RS03045	HGI48_RS03045	1	NZ_CP051429	648276	648884	+	NA	phage tail protein I	0.6026	25	TRUE
HGI48_RS03050	HGI48_RS03050	1	NZ_CP051429	648881	650575	+	NA	phage tail protein	0.5788	66	TRUE
HGI48_RS03055	HGI48_RS03055	1	NZ_CP051429	650575	651198	+	NA	tail fiber assembly protein	0.609	26	TRUE
HGI48_RS03060	HGI48_RS03060	1	NZ_CP051429	651290	652462	+	NA	phage tail sheath protein	0.6189	29	TRUE
HGI48_RS03065	HGI48_RS03065	1	NZ_CP051429	652474	652989	+	NA	phage major tail tube protein	0.5659	16	TRUE
HGI48_RS03070	HGI48_RS03070	1	NZ_CP051429	653049	653351	+	NA	phage tail assembly protein	0.6337	5	TRUE
HGI48_RS03075	HGI48_RS03075	1	NZ_CP051429	653366	653485	+	NA	GpE family phage tail protein	0.6	5	FALSE
HGI48_RS03080	HGI48_RS03080	1	NZ_CP051429	653478	656318	+	NA	phage tail tape measure protein	0.6033	66	TRUE
HGI48_RS03085	HGI48_RS03085	1	NZ_CP051429	656315	656848	+	NA	phage tail protein	0.5712	16	TRUE
HGI48_RS03090	HGI48_RS03090	1	NZ_CP051429	656845	657954	+	NA	phage late control D family protein	0.564	33	TRUE
HGI48_RS03095	HGI48_RS03095	1	NZ_CP051429	658033	658248	+	NA	ogr/Delta-like zinc finger family protein	0.537	3	TRUE
HGI48_RS03100	HGI48_RS03100	1	NZ_CP051429	658284	658661	-	NA	hypothetical protein	0.3995	23	TRUE
HGI48_RS03105	HGI48_RS03105	5	NZ_CP051429	658790	658865	-	NA	tRNA-Ile	0.5658	3	FALSE
HGI48_RS03110	HGI48_RS03110	1	NZ_CP051429	659127	660962	-	NA	RNA polymerase sigma factor RpoD	0.549	42	FALSE
HGI48_RS03115	HGI48_RS03115	1	NZ_CP051429	661119	662873	-	NA	DNA primase	0.5481	63	FALSE
HGI48_RS03120	HGI48_RS03120	1	NZ_CP051429	663001	663216	-	NA	30S ribosomal protein S21	0.5046	9	FALSE
HGI48_RS03125	HGI48_RS03125	1	NZ_CP051429	663481	664494	+	NA	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	0.6016	26	FALSE
HGI48_RS03130	HGI48_RS03130	1	NZ_CP051429	664540	665010	-	NA	transcriptional regulator ArgR	0.5308	17	FALSE
HGI48_RS03135	HGI48_RS03135	1	NZ_CP051429	665503	666444	+	NA	malate dehydrogenase	0.552	32	TRUE
HGI48_RS03140	HGI48_RS03140	1	NZ_CP051429	666515	666796	-	NA	helix-turn-helix domain-containing protein	0.5106	13	TRUE
HGI48_RS03145	HGI48_RS03145	1	NZ_CP051429	666985	667371	+	NA	putative DNA-binding transcriptional regulator	0.4703	19	TRUE
HGI48_RS03150	HGI48_RS03150	1	NZ_CP051429	667598	667987	+	NA	putative DNA-binding transcriptional regulator	0.5205	17	TRUE
HGI48_RS03155	HGI48_RS03155	1	NZ_CP051429	667989	668960	-	NA	octaprenyl diphosphate synthase	0.5648	35	FALSE
HGI48_RS03160	HGI48_RS03160	1	NZ_CP051429	669221	669532	+	NA	50S ribosomal protein L21	0.5032	10	FALSE
HGI48_RS03165	HGI48_RS03165	1	NZ_CP051429	669552	669809	+	NA	50S ribosomal protein L27	0.5116	10	FALSE
HGI48_RS03170	HGI48_RS03170	1	NZ_CP051429	669913	670857	+	NA	DMT family transporter	0.5407	38	TRUE
HGI48_RS03175	HGI48_RS03175	1	NZ_CP051429	671124	672299	+	NA	Obg family GTPase CgtA	0.5578	36	FALSE
HGI48_RS03180	HGI48_RS03180	1	NZ_CP051429	672403	673836	-	NA	serine-type D-Ala-D-Ala carboxypeptidase	0.5656	46	TRUE
HGI48_RS03185	HGI48_RS03185	1	NZ_CP051429	674101	674577	+	NA	transcription elongation factor GreA	0.5283	14	TRUE
HGI48_RS03190	HGI48_RS03190	1	NZ_CP051429	674701	674994	-	NA	ribosome assembly RNA-binding protein YhbY	0.5068	7	TRUE
HGI48_RS03195	HGI48_RS03195	1	NZ_CP051429	675153	675782	+	NA	23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE	0.527	27	FALSE
HGI48_RS03200	HGI48_RS03200	1	NZ_CP051429	675830	677782	+	NA	ATP-dependent zinc metalloprotease FtsH	0.5469	53	FALSE
HGI48_RS03205	HGI48_RS03205	1	NZ_CP051429	677888	678721	+	NA	dihydropteroate synthase	0.542	30	FALSE
HGI48_RS03210	HGI48_RS03210	1	NZ_CP051429	678730	680067	+	NA	phosphoglucosamine mutase	0.5471	48	FALSE
HGI48_RS03215	HGI48_RS03215	1	NZ_CP051429	680366	680701	+	NA	preprotein translocase subunit SecG	0.5149	11	TRUE
HGI48_RS03220	HGI48_RS03220	5	NZ_CP051429	680756	680842	+	NA	tRNA-Leu	0.5862	5	FALSE
HGI48_RS03225	HGI48_RS03225	5	NZ_CP051429	680902	680978	+	NA	tRNA-Met	0.6494	2	FALSE
HGI48_RS03230	HGI48_RS03230	1	NZ_CP051429	681197	681649	+	NA	ribosome maturation factor RimP	0.5188	18	FALSE
HGI48_RS03235	HGI48_RS03235	1	NZ_CP051429	681671	683161	+	NA	transcription termination/antitermination protein NusA	0.5439	41	FALSE
HGI48_RS03240	HGI48_RS03240	1	NZ_CP051429	683187	685904	+	NA	translation initiation factor IF-2	0.5592	79	FALSE
HGI48_RS03245	HGI48_RS03245	1	NZ_CP051429	685979	686380	+	NA	30S ribosome-binding factor RbfA	0.5373	10	FALSE
HGI48_RS03250	HGI48_RS03250	1	NZ_CP051429	686380	687336	+	NA	tRNA pseudouridine(55) synthase TruB	0.5705	37	TRUE
HGI48_RS03255	HGI48_RS03255	1	NZ_CP051429	687445	687714	+	NA	30S ribosomal protein S15	0.5296	10	FALSE
HGI48_RS03260	HGI48_RS03260	1	NZ_CP051429	687965	690085	+	NA	polyribonucleotide nucleotidyltransferase	0.5573	72	TRUE
HGI48_RS03265	HGI48_RS03265	1	NZ_CP051429	690213	691097	+	NA	lipoprotein NlpI	0.4972	45	TRUE
HGI48_RS03270	HGI48_RS03270	1	NZ_CP051429	691206	691265	+	NA	protein YrbN	0.3667	3	FALSE
HGI48_RS03275	HGI48_RS03275	1	NZ_CP051429	691278	693164	+	NA	DEAD/DEAH family ATP-dependent RNA helicase	0.5925	47	TRUE
HGI48_RS03280	HGI48_RS03280	1	NZ_CP051429	693230	694249	-	NA	luciferase-like monooxygenase	0.6108	29	TRUE
HGI48_RS03285	HGI48_RS03285	1	NZ_CP051429	694367	695245	-	NA	U32 family peptidase	0.5677	29	TRUE
HGI48_RS03290	HGI48_RS03290	1	NZ_CP051429	695264	696262	-	NA	U32 family peptidase	0.6116	31	TRUE
HGI48_RS03295	HGI48_RS03295	1	NZ_CP051429	696581	697105	+	NA	SCP2 domain-containing protein	0.5752	15	TRUE
HGI48_RS03300	HGI48_RS03300	1	NZ_CP051429	697099	697602	+	NA	N-acetyltransferase	0.621	14	TRUE
HGI48_RS03305	HGI48_RS03305	1	NZ_CP051429	697589	697891	-	NA	GIY-YIG nuclease family protein	0.5941	6	TRUE
HGI48_RS03310	HGI48_RS03310	1	NZ_CP051429	698175	698954	+	NA	deoxyribose-phosphate aldolase	0.6231	16	TRUE
HGI48_RS03315	HGI48_RS03315	1	NZ_CP051429	699017	700348	+	NA	thymidine phosphorylase	0.6179	27	TRUE
HGI48_RS03320	HGI48_RS03320	1	NZ_CP051429	700438	701661	+	NA	phosphopentomutase	0.6209	26	FALSE
HGI48_RS03325	HGI48_RS03325	1	NZ_CP051429	701732	702457	+	NA	purine-nucleoside phosphorylase	0.5923	15	TRUE
HGI48_RS03330	HGI48_RS03330	1	NZ_CP051429	702531	702974	-	NA	ribosomal protein S18-alanine N-acetyltransferase	0.5698	17	TRUE
HGI48_RS03335	HGI48_RS03335	1	NZ_CP051429	702943	703362	-	NA	DNA polymerase III subunit psi	0.6238	6	FALSE
HGI48_RS03340	HGI48_RS03340	1	NZ_CP051429	703551	704579	+	NA	16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC	0.6171	27	TRUE
HGI48_RS03345	HGI48_RS03345	1	NZ_CP051429	704624	705619	-	NA	aldo/keto reductase	0.6124	27	TRUE
HGI48_RS03350	HGI48_RS03350	1	NZ_CP051429	705734	706636	+	NA	LysR family transcriptional regulator	0.6168	21	TRUE
HGI48_RS03355	HGI48_RS03355	5	NZ_CP051429	706753	706838	+	NA	tRNA-Leu	0.5698	3	FALSE
HGI48_RS03360	HGI48_RS03360	5	NZ_CP051429	706871	706956	+	NA	tRNA-Leu	0.5698	3	FALSE
HGI48_RS03365	HGI48_RS03365	5	NZ_CP051429	707033	707118	+	NA	tRNA-Leu	0.5698	3	FALSE
HGI48_RS03370	HGI48_RS03370	1	NZ_CP051429	707230	707514	-	NA	DUF1435 domain-containing protein	0.586	12	TRUE
HGI48_RS03375	HGI48_RS03375	1	NZ_CP051429	707641	708534	-	NA	LysR family transcriptional regulator	0.5962	21	TRUE
HGI48_RS03380	HGI48_RS03380	1	NZ_CP051429	708646	709434	+	NA	acetolactate decarboxylase	0.5044	33	TRUE
HGI48_RS03385	HGI48_RS03385	1	NZ_CP051429	709496	711175	+	NA	acetolactate synthase AlsS	0.5839	45	TRUE
HGI48_RS03390	HGI48_RS03390	1	NZ_CP051429	711990	713090	+	NA	glycine cleavage system aminomethyltransferase GcvT	0.6013	23	TRUE
HGI48_RS03395	HGI48_RS03395	1	NZ_CP051429	713121	713528	+	NA	glycine cleavage system protein GcvH	0.5833	10	TRUE
HGI48_RS03400	HGI48_RS03400	1	NZ_CP051429	713660	716533	+	NA	aminomethyl-transferring glycine dehydrogenase	0.6336	66	TRUE
HGI48_RS03405	HGI48_RS03405	1	NZ_CP051429	716613	717221	-	NA	HD domain-containing protein	0.5862	11	TRUE
HGI48_RS03410	HGI48_RS03410	1	NZ_CP051429	717495	718145	+	NA	hemolysin III family protein	0.5545	29	TRUE
HGI48_RS03415	HGI48_RS03415	1	NZ_CP051429	718219	719199	-	NA	tRNA-modifying protein YgfZ	0.6188	26	FALSE
HGI48_RS03420	HGI48_RS03420	1	NZ_CP051429	719513	719779	+	NA	FAD assembly factor SdhE	0.5131	6	FALSE
HGI48_RS03425	HGI48_RS03425	1	NZ_CP051429	719760	720191	+	NA	protein YgfX	0.6019	6	FALSE
HGI48_RS03430	HGI48_RS03430	1	NZ_CP051429	720286	720804	-	NA	flavodoxin FldB	0.5434	16	TRUE
HGI48_RS03435	HGI48_RS03435	1	NZ_CP051429	720933	722258	-	NA	MHS family MFS transporter	0.6056	35	TRUE
HGI48_RS03440	HGI48_RS03440	1	NZ_CP051429	722531	723430	+	NA	site-specific tyrosine recombinase XerD	0.6122	20	TRUE
HGI48_RS03445	HGI48_RS03445	1	NZ_CP051429	723520	724236	+	NA	bifunctional protein-disulfide isomerase/oxidoreductase DsbC	0.5523	26	TRUE
HGI48_RS03450	HGI48_RS03450	1	NZ_CP051429	724294	726024	+	NA	single-stranded-DNA-specific exonuclease RecJ	0.6522	28	TRUE
HGI48_RS03455	HGI48_RS03455	7	NZ_CP051429	726191	727289	+	NA	peptide chain release factor 2	0.5496	35	FALSE
HGI48_RS03460	HGI48_RS03460	1	NZ_CP051429	727299	728816	+	NA	lysine--tRNA ligase	0.5922	38	FALSE
HGI48_RS03465	HGI48_RS03465	1	NZ_CP051429	728964	729635	+	NA	LysE family transporter	0.5848	25	TRUE
HGI48_RS03470	HGI48_RS03470	5	NZ_CP051429	729721	729794	+	NA	tRNA-Gly	0.5676	4	TRUE
HGI48_RS03475	HGI48_RS03475	1	NZ_CP051429	730036	730413	+	NA	winged helix-turn-helix transcriptional regulator	0.5238	14	TRUE
HGI48_RS03480	HGI48_RS03480	1	NZ_CP051429	730443	731906	-	NA	Cu(+)/Ag(+) sensor histidine kinase	0.4898	57	TRUE
HGI48_RS03485	HGI48_RS03485	1	NZ_CP051429	731899	732579	-	NA	heavy metal response regulator transcription factor	0.5066	31	TRUE
HGI48_RS03490	HGI48_RS03490	1	NZ_CP051429	732769	734154	+	NA	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	0.4978	62	TRUE
HGI48_RS03495	HGI48_RS03495	1	NZ_CP051429	734183	734536	+	NA	cation efflux system protein CusF	0.435	20	FALSE
HGI48_RS03500	HGI48_RS03500	1	NZ_CP051429	734650	735930	+	NA	efflux RND transporter periplasmic adaptor subunit	0.4707	69	TRUE
HGI48_RS03505	HGI48_RS03505	1	NZ_CP051429	735941	739087	+	NA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	0.5218	126	TRUE
HGI48_RS03510	HGI48_RS03510	1	NZ_CP051429	739378	741261	-	NA	polysaccharide biosynthesis protein	0.5138	83	TRUE
HGI48_RS03515	HGI48_RS03515	1	NZ_CP051429	741415	742389	+	NA	NAD-dependent epimerase/dehydratase family protein	0.6287	20	TRUE
HGI48_RS03520	HGI48_RS03520	1	NZ_CP051429	742399	742947	+	NA	sugar transferase	0.5592	17	TRUE
HGI48_RS03525	HGI48_RS03525	1	NZ_CP051429	743020	744342	-	NA	ABC transporter substrate-binding protein	0.5797	31	TRUE
HGI48_RS03530	HGI48_RS03530	1	NZ_CP051429	744335	745420	-	NA	ABC transporter ATP-binding protein	0.6087	20	TRUE
HGI48_RS03535	HGI48_RS03535	1	NZ_CP051429	745420	746241	-	NA	phosphodiesterase	0.601	28	TRUE
HGI48_RS03540	HGI48_RS03540	1	NZ_CP051429	746252	747139	-	NA	carbohydrate ABC transporter permease	0.5845	21	TRUE
HGI48_RS03545	HGI48_RS03545	1	NZ_CP051429	747129	748019	-	NA	sugar ABC transporter permease	0.5769	25	TRUE
HGI48_RS03550	HGI48_RS03550	1	NZ_CP051429	748302	748730	+	NA	TOBE domain-containing protein	0.5991	10	FALSE
HGI48_RS03555	HGI48_RS03555	1	NZ_CP051429	748986	749906	+	NA	kdo(2)-lipid IV(A) palmitoleoyltransferase	0.5896	25	TRUE
HGI48_RS03560	HGI48_RS03560	1	NZ_CP051429	750728	752095	+	NA	NCS2 family permease	0.6089	32	TRUE
HGI48_RS03565	HGI48_RS03565	1	NZ_CP051429	752306	753952	+	NA	Na+/H+ antiporter	0.5871	39	TRUE
HGI48_RS03570	HGI48_RS03570	1	NZ_CP051429	754000	755658	-	NA	cation/acetate symporter ActP	0.5841	51	TRUE
HGI48_RS03575	HGI48_RS03575	1	NZ_CP051429	755655	755966	-	NA	DUF485 domain-containing protein	0.5256	14	TRUE
HGI48_RS03580	HGI48_RS03580	1	NZ_CP051429	756087	758048	-	NA	acetate--CoA ligase	0.577	71	TRUE
HGI48_RS03585	HGI48_RS03585	1	NZ_CP051429	758812	759204	+	NA	hypothetical protein	0.4733	14	TRUE
HGI48_RS03590	HGI48_RS03590	1	NZ_CP051429	759853	760047	+	NA	hypothetical protein	0.559	7	TRUE
HGI48_RS03595	HGI48_RS03595	1	NZ_CP051429	760901	762055	+	NA	enolase	0.6139	29	FALSE
HGI48_RS03600	HGI48_RS03600	1	NZ_CP051429	762136	763746	+	NA	ABC transporter substrate-binding protein	0.5729	43	TRUE
HGI48_RS03605	HGI48_RS03605	1	NZ_CP051429	763835	764893	+	NA	ABC transporter permease	0.6034	32	TRUE
HGI48_RS03610	HGI48_RS03610	1	NZ_CP051429	764890	765795	+	NA	ABC transporter permease	0.6181	15	TRUE
HGI48_RS03615	HGI48_RS03615	1	NZ_CP051429	765788	766663	+	NA	ABC transporter ATP-binding protein	0.6142	22	TRUE
HGI48_RS03620	HGI48_RS03620	1	NZ_CP051429	766706	767479	+	NA	ABC transporter ATP-binding protein	0.5891	22	TRUE
HGI48_RS03625	HGI48_RS03625	1	NZ_CP051429	767820	768830	+	NA	AI-2E family transporter	0.5213	29	TRUE
HGI48_RS03630	HGI48_RS03630	1	NZ_CP051429	768922	770448	-	NA	MFS transporter	0.5527	64	TRUE
HGI48_RS03635	HGI48_RS03635	1	NZ_CP051429	770902	771111	+	NA	helix-turn-helix transcriptional regulator	0.519	5	TRUE
HGI48_RS03640	HGI48_RS03640	1	NZ_CP051429	771253	772749	-	NA	fructuronate reductase	0.6259	28	TRUE
HGI48_RS03645	HGI48_RS03645	1	NZ_CP051429	772851	774455	-	NA	DHA2 family efflux MFS transporter permease subunit	0.6461	24	TRUE
HGI48_RS03650	HGI48_RS03650	1	NZ_CP051429	774442	775593	-	NA	HlyD family secretion protein	0.6042	20	TRUE
HGI48_RS03655	HGI48_RS03655	1	NZ_CP051429	775590	776045	-	NA	MarR family transcriptional regulator	0.5877	11	TRUE
HGI48_RS03660	HGI48_RS03660	7	NZ_CP051429	776265	776967	-	NA	GntR family transcriptional regulator	0.5903	16	TRUE
HGI48_RS03665	HGI48_RS03665	1	NZ_CP051429	777068	777802	+	NA	GNAT family N-acetyltransferase	0.5265	34	TRUE
HGI48_RS03670	HGI48_RS03670	1	NZ_CP051429	777984	779081	-	NA	L,D-transpeptidase family protein	0.612	26	TRUE
HGI48_RS03675	HGI48_RS03675	1	NZ_CP051429	779387	782920	-	NA	pyruvate:ferredoxin (flavodoxin) oxidoreductase	0.629	67	TRUE
HGI48_RS03680	HGI48_RS03680	1	NZ_CP051429	783277	783699	+	NA	hypothetical protein	0.5272	18	TRUE
HGI48_RS03685	HGI48_RS03685	1	NZ_CP051429	783844	784389	+	NA	GNAT family N-acetyltransferase	0.5769	8	TRUE
HGI48_RS03690	HGI48_RS03690	1	NZ_CP051429	784498	785223	+	NA	YnfC family lipoprotein	0.5744	19	TRUE
HGI48_RS03695	HGI48_RS03695	1	NZ_CP051429	785338	786906	-	NA	glycoside hydrolase 43 family protein	0.6399	33	TRUE
HGI48_RS03700	HGI48_RS03700	1	NZ_CP051429	786930	788366	-	NA	MFS transporter	0.5846	53	TRUE
HGI48_RS03705	HGI48_RS03705	1	NZ_CP051429	788762	789001	-	NA	DinI family protein	0.4792	11	FALSE
HGI48_RS03710	HGI48_RS03710	1	NZ_CP051429	789148	789537	+	NA	VOC family protein	0.5821	15	TRUE
HGI48_RS03715	HGI48_RS03715	1	NZ_CP051429	789552	789836	+	NA	hypothetical protein	0.5298	10	TRUE
HGI48_RS03720	HGI48_RS03720	1	NZ_CP051429	789893	790993	-	NA	D-alanine--D-alanine ligase	0.5995	21	FALSE
HGI48_RS03725	HGI48_RS03725	1	NZ_CP051429	791143	792000	-	NA	SIS domain-containing protein	0.6142	17	TRUE
HGI48_RS03730	HGI48_RS03730	1	NZ_CP051429	792313	793824	+	NA	CoA-acylating methylmalonate-semialdehyde dehydrogenase	0.6455	29	TRUE
HGI48_RS03735	HGI48_RS03735	1	NZ_CP051429	793869	795800	+	NA	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	0.6579	38	TRUE
HGI48_RS03740	HGI48_RS03740	1	NZ_CP051429	796329	797315	+	NA	inositol 2-dehydrogenase	0.6383	21	TRUE
HGI48_RS03745	HGI48_RS03745	1	NZ_CP051429	797480	798418	+	NA	substrate-binding domain-containing protein	0.6198	13	TRUE
HGI48_RS03750	HGI48_RS03750	1	NZ_CP051429	798475	800022	+	NA	sugar ABC transporter ATP-binding protein	0.6331	22	TRUE
HGI48_RS03755	HGI48_RS03755	1	NZ_CP051429	800039	801073	+	NA	ABC transporter permease	0.6271	26	TRUE
HGI48_RS03760	HGI48_RS03760	1	NZ_CP051429	801091	802239	+	NA	Gfo/Idh/MocA family oxidoreductase	0.6362	21	TRUE
HGI48_RS03765	HGI48_RS03765	1	NZ_CP051429	802312	804297	+	NA	5-dehydro-2-deoxygluconokinase	0.6495	42	TRUE
HGI48_RS03770	HGI48_RS03770	1	NZ_CP051429	804324	805214	+	NA	myo-inosose-2 dehydratase	0.6128	17	TRUE
HGI48_RS03775	HGI48_RS03775	1	NZ_CP051429	805238	806065	+	NA	5-deoxy-glucuronate isomerase	0.6377	26	TRUE
HGI48_RS03780	HGI48_RS03780	1	NZ_CP051429	806449	807552	-	NA	lytic murein transglycosylase B	0.6359	32	TRUE
HGI48_RS03785	HGI48_RS03785	1	NZ_CP051429	807821	808753	+	NA	nucleoside recognition family protein	0.5895	25	TRUE
HGI48_RS03790	HGI48_RS03790	1	NZ_CP051429	808869	809903	+	NA	helix-turn-helix domain-containing protein	0.5391	36	TRUE
HGI48_RS03795	HGI48_RS03795	1	NZ_CP051429	810049	810918	-	NA	4Fe-4S binding protein	0.3368	62	TRUE
HGI48_RS03800	HGI48_RS03800	1	NZ_CP051429	811045	811875	-	NA	dimethyl sulfoxide reductase anchor subunit	0.3526	77	TRUE
HGI48_RS03805	HGI48_RS03805	1	NZ_CP051429	811887	812435	-	NA	dimethylsulfoxide reductase subunit B	0.4007	36	TRUE
HGI48_RS03810	HGI48_RS03810	1	NZ_CP051429	812436	815018	-	NA	molybdopterin-dependent oxidoreductase	0.3972	206	TRUE
HGI48_RS03815	HGI48_RS03815	1	NZ_CP051429	815055	815714	-	NA	molecular chaperone TorD family protein	0.3227	63	FALSE
HGI48_RS03820	HGI48_RS03820	1	NZ_CP051429	815992	816786	+	NA	helix-turn-helix domain-containing protein	0.3497	65	TRUE
HGI48_RS03825	HGI48_RS03825	7	NZ_CP051429	817150	817296	+	NA	IS630 family transposase	0.5306	6	FALSE
HGI48_RS03830	HGI48_RS03830	1	NZ_CP051429	817552	818694	+	NA	HlyD family efflux transporter periplasmic adaptor subunit	0.4234	74	TRUE
HGI48_RS03835	HGI48_RS03835	1	NZ_CP051429	818687	820240	+	NA	MFS transporter	0.4099	113	TRUE
HGI48_RS03840	HGI48_RS03840	1	NZ_CP051429	820247	820579	+	NA	DoxX family protein	0.3303	31	FALSE
HGI48_RS03845	HGI48_RS03845	1	NZ_CP051429	820751	821677	+	NA	LysR family transcriptional regulator	0.4304	62	TRUE
HGI48_RS03850	HGI48_RS03850	1	NZ_CP051429	822264	822479	-	NA	transposase domain-containing protein	0.5833	11	TRUE
HGI48_RS03855	HGI48_RS03855	1	NZ_CP051429	822467	822928	-	NA	transposase	0.5671	18	TRUE
HGI48_RS03860	HGI48_RS03860	1	NZ_CP051429	823001	823336	-	NA	IS66 family insertion sequence element accessory protein TnpB	0.5298	13	TRUE
HGI48_RS03865	HGI48_RS03865	1	NZ_CP051429	823330	823539	-	NA	hypothetical protein	0.481	12	TRUE
HGI48_RS03870	HGI48_RS03870	1	NZ_CP051429	823765	824136	+	NA	DUF861 domain-containing protein	0.4973	21	TRUE
HGI48_RS03875	HGI48_RS03875	1	NZ_CP051429	824523	824765	-	NA	DUF2274 domain-containing protein	0.6379	4	TRUE
HGI48_RS03880	HGI48_RS03880	1	NZ_CP051429	824762	826045	-	NA	TrbI/VirB10 family protein	0.6565	25	TRUE
HGI48_RS03885	HGI48_RS03885	1	NZ_CP051429	826048	827040	-	NA	P-type conjugative transfer protein TrbG	0.6485	16	TRUE
HGI48_RS03890	HGI48_RS03890	1	NZ_CP051429	827037	827741	-	NA	conjugal transfer protein TrbF	0.6496	13	TRUE
HGI48_RS03895	HGI48_RS03895	1	NZ_CP051429	827772	829139	-	NA	P-type conjugative transfer protein TrbL	0.6711	11	TRUE
HGI48_RS03900	HGI48_RS03900	1	NZ_CP051429	829136	829426	-	NA	hypothetical protein	0.7113	2	TRUE
HGI48_RS03905	HGI48_RS03905	1	NZ_CP051429	829438	830178	-	NA	P-type conjugative transfer protein TrbJ	0.637	7	FALSE
HGI48_RS03910	HGI48_RS03910	1	NZ_CP051429	830175	832625	-	NA	conjugal transfer protein TrbE	0.6687	31	TRUE
HGI48_RS03915	HGI48_RS03915	1	NZ_CP051429	832636	832920	-	NA	VirB3 family type IV secretion system protein	0.6912	0	FALSE
HGI48_RS03920	HGI48_RS03920	1	NZ_CP051429	832917	833300	-	NA	TrbC/VIRB2 family protein	0.6276	4	TRUE
HGI48_RS03925	HGI48_RS03925	1	NZ_CP051429	833297	834367	-	NA	P-type conjugative transfer ATPase TrbB	0.6769	8	TRUE
HGI48_RS03930	HGI48_RS03930	1	NZ_CP051429	834364	834828	-	NA	ribbon-helix-helix protein, CopG family	0.6538	5	FALSE
HGI48_RS03935	HGI48_RS03935	1	NZ_CP051429	834825	836822	-	NA	conjugal transfer protein TraG	0.6416	40	TRUE
HGI48_RS03940	HGI48_RS03940	1	NZ_CP051429	837056	837331	-	NA	EexN family lipoprotein	0.6123	3	TRUE
HGI48_RS03945	HGI48_RS03945	1	NZ_CP051429	837328	838272	-	NA	LysR family transcriptional regulator	0.6032	17	TRUE
HGI48_RS03950	HGI48_RS03950	1	NZ_CP051429	838298	838834	-	NA	DUF2867 domain-containing protein	0.5736	13	TRUE
HGI48_RS03955	HGI48_RS03955	1	NZ_CP051429	838892	839770	-	NA	arginase family protein	0.603	17	TRUE
HGI48_RS03960	HGI48_RS03960	1	NZ_CP051429	839785	840867	-	NA	alkene reductase	0.6473	16	TRUE
HGI48_RS03965	HGI48_RS03965	1	NZ_CP051429	840926	842113	-	NA	MFS transporter	0.6675	12	TRUE
HGI48_RS03970	HGI48_RS03970	1	NZ_CP051429	842119	843096	-	NA	zinc-binding alcohol dehydrogenase family protein	0.6585	9	TRUE
HGI48_RS03975	HGI48_RS03975	1	NZ_CP051429	843409	844296	+	NA	LysR family transcriptional regulator	0.5473	33	TRUE
HGI48_RS03980	HGI48_RS03980	1	NZ_CP051429	844464	844922	-	NA	nuclear transport factor 2 family protein	0.5577	16	TRUE
HGI48_RS03985	HGI48_RS03985	1	NZ_CP051429	844965	845834	-	NA	SDR family NAD(P)-dependent oxidoreductase	0.6046	22	TRUE
HGI48_RS03990	HGI48_RS03990	1	NZ_CP051429	845918	846826	-	NA	pirin family protein	0.6524	17	TRUE
HGI48_RS03995	HGI48_RS03995	1	NZ_CP051429	846871	847728	-	NA	pirin family protein	0.641	15	TRUE
HGI48_RS04000	HGI48_RS04000	1	NZ_CP051429	847835	848245	-	NA	DoxX family protein	0.6375	3	FALSE
